,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
239,Tiffany isn't investigating herself.,Tiffany isn't investigating himself.,Tiffany isn't investigating,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,239,Tiffany,Tiffany
240,Sally isn't praising herself.,Sally isn't praising himself.,Sally isn't praising,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,240,Sally,Sally
241,Susan should distract herself.,Susan should distract itself.,Susan should distract,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,241,Susan,Susan
242,The waitress hasn't described herself.,The waitress hasn't described itself.,The waitress hasn't described,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,242,waitress,The waitress
243,Cynthia listens to herself.,Cynthia listens to itself.,Cynthia listens to,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,243,listens,Cynthia listens
244,Donald discussed himself.,Donald discussed herself.,Donald discussed,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,244,Donald,Donald
245,Matt admires himself.,Matt admires itself.,Matt admires,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,245,Matt,Matt
246,Sally is annoying herself.,Sally is annoying itself.,Sally is annoying,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,246,Sally,Sally
247,Carrie disturbs herself.,Carrie disturbs itself.,Carrie disturbs,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,247,Carrie,Carrie
248,Irene investigated herself.,Irene investigated himself.,Irene investigated,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,248,Irene,Irene
249,Dana has hurt herself.,Dana has hurt itself.,Dana has hurt,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,249,Dana,Dana
250,Travis had thought about himself.,Travis had thought about itself.,Travis had thought about,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,250,Travis,Travis
251,Maria talks to herself.,Maria talks to itself.,Maria talks to,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,251,Maria,Maria
252,Sherry shouldn't fire herself.,Sherry shouldn't fire itself.,Sherry shouldn't fire,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,252,Sherry,Sherry
253,Dawn shocked herself.,Dawn shocked itself.,Dawn shocked,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,253,Dawn,Dawn
254,Stacy escapes from herself.,Stacy escapes from himself.,Stacy escapes from,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,254,Stacy,Stacy
255,Laura did investigate herself.,Laura did investigate himself.,Laura did investigate,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,255,Laura,Laura
256,Liam hasn't fled from himself.,Liam hasn't fled from herself.,Liam hasn't fled from,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,256,Liam,Liam
257,Carla couldn't escape from herself.,Carla couldn't escape from himself.,Carla couldn't escape from,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,257,Carla,Carla
258,Eric could think about himself.,Eric could think about herself.,Eric could think about,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,258,Eric,Eric
259,Carrie didn't hide herself.,Carrie didn't hide itself.,Carrie didn't hide,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,259,Carrie,Carrie
260,The woman can't annoy herself.,The woman can't annoy himself.,The woman can't annoy,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,260,woman,The woman
261,Carl hasn't impressed himself.,Carl hasn't impressed itself.,Carl hasn't impressed,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,261,Carl,Carl
262,Michael hugged himself.,Michael hugged itself.,Michael hugged,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,262,Michael,Michael
263,Marcus could see himself.,Marcus could see herself.,Marcus could see,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,263,Marcus,Marcus
264,Charles had talked about himself.,Charles had talked about itself.,Charles had talked about,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,264,Charles,Charles
265,Jacqueline wouldn't discuss herself.,Jacqueline wouldn't discuss itself.,Jacqueline wouldn't discuss,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,265,Jacqueline,Jacqueline
266,Jason helped himself.,Jason helped itself.,Jason helped,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,266,Jason,Jason
267,Patrick finds himself.,Patrick finds itself.,Patrick finds,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,267,Patrick,Patrick
268,Mark fires himself.,Mark fires itself.,Mark fires,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,268,Mark,Mark
269,Tiffany argued about herself.,Tiffany argued about itself.,Tiffany argued about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,269,Tiffany,Tiffany
270,Lori hadn't talked to herself.,Lori hadn't talked to himself.,Lori hadn't talked to,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,270,Lori,Lori
271,Alice has distracted herself.,Alice has distracted himself.,Alice has distracted,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,271,Alice,Alice
272,Rose heals herself.,Rose heals itself.,Rose heals,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,272,Rose,Rose
273,Grace wouldn't talk to herself.,Grace wouldn't talk to itself.,Grace wouldn't talk to,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,273,Grace,Grace
274,Kimberley would embarrass herself.,Kimberley would embarrass itself.,Kimberley would embarrass,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,274,Kimberley,Kimberley
275,John admires himself.,John admires itself.,John admires,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,275,John,John
276,Deborah didn't bother herself.,Deborah didn't bother himself.,Deborah didn't bother,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,276,Deborah,Deborah
277,Grace finds herself.,Grace finds himself.,Grace finds,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,277,Grace,Grace
278,John hadn't talked to himself.,John hadn't talked to itself.,John hadn't talked to,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,278,John,John
279,Clyde distracted himself.,Clyde distracted itself.,Clyde distracted,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,279,Clyde,Clyde
280,Dennis praises himself.,Dennis praises itself.,Dennis praises,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,280,Dennis,Dennis
281,Mary hides herself.,Mary hides himself.,Mary hides,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,281,Mary,Mary
282,Sally wouldn't talk about herself.,Sally wouldn't talk about itself.,Sally wouldn't talk about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,282,Sally,Sally
283,Thomas hadn't irritated himself.,Thomas hadn't irritated herself.,Thomas hadn't irritated,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,283,Thomas,Thomas
284,Donna hides herself.,Donna hides itself.,Donna hides,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,284,Donna,Donna
285,This guy discusses himself.,This guy discusses herself.,This guy discusses,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,285,guy,This guy
286,Steven described himself.,Steven described herself.,Steven described,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,286,Steven,Steven
287,Carolyn hadn't alarmed herself.,Carolyn hadn't alarmed itself.,Carolyn hadn't alarmed,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,287,Carolyn,Carolyn
288,Some boy isn't stunning himself.,Some boy isn't stunning herself.,Some boy isn't stunning,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,288,boy,Some boy
289,Janice hasn't distracted herself.,Janice hasn't distracted itself.,Janice hasn't distracted,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,289,Janice,Janice
290,An organization astounded itself.,An organization astounded herself.,An organization astounded,itself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,290,organization,An organization
291,Angela hasn't impressed herself.,Angela hasn't impressed himself.,Angela hasn't impressed,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,291,Angela,Angela
292,Rose conceals herself.,Rose conceals himself.,Rose conceals,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,292,NA,NA
293,Lawrence questioned himself.,Lawrence questioned herself.,Lawrence questioned,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,293,Lawrence,Lawrence
294,Sarah knows herself.,Sarah knows itself.,Sarah knows,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,294,Sarah,Sarah
295,Cindy wasn't astounding herself.,Cindy wasn't astounding himself.,Cindy wasn't astounding,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,295,Cindy,Cindy
296,Andrew is talking to himself.,Andrew is talking to herself.,Andrew is talking to,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,296,Andrew,Andrew
297,Kimberley isn't admiring herself.,Kimberley isn't admiring itself.,Kimberley isn't admiring,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,297,Kimberley,Kimberley
298,Samantha argued about herself.,Samantha argued about itself.,Samantha argued about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,298,Samantha,Samantha
299,Beth had sounded like herself.,Beth had sounded like itself.,Beth had sounded like,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,299,Beth,Beth
300,Rachelle aggravated herself.,Rachelle aggravated itself.,Rachelle aggravated,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,300,Rachelle,Rachelle
301,Bruce had noticed himself.,Bruce had noticed itself.,Bruce had noticed,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,301,Bruce,Bruce
302,Heidi talks about herself.,Heidi talks about himself.,Heidi talks about,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,302,Heidi,Heidi
303,Amy scares herself.,Amy scares himself.,Amy scares,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,303,Amy,Amy
304,Donna isn't hiring herself.,Donna isn't hiring itself.,Donna isn't hiring,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,304,Donna,Donna
305,Eric returned to himself.,Eric returned to herself.,Eric returned to,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,305,Eric,Eric
306,Lucille should fire herself.,Lucille should fire himself.,Lucille should fire,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,306,Lucille,Lucille
307,Amelia escaped from herself.,Amelia escaped from himself.,Amelia escaped from,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,307,Amelia,Amelia
308,Katherine bored herself.,Katherine bored himself.,Katherine bored,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,308,Katherine,Katherine
309,Kirsten wasn't praising herself.,Kirsten wasn't praising itself.,Kirsten wasn't praising,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,309,Kirsten,Kirsten
310,Valerie works with herself.,Valerie works with himself.,Valerie works with,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,310,Valerie,Valerie
311,Teresa was observing herself.,Teresa was observing himself.,Teresa was observing,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,311,Teresa,Teresa
312,Samuel disagrees with himself.,Samuel disagrees with herself.,Samuel disagrees with,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,312,disagrees,Samuel disagrees
313,Kayla thinks about herself.,Kayla thinks about itself.,Kayla thinks about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,313,Kayla,Kayla
314,Frank describes himself.,Frank describes herself.,Frank describes,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,314,Frank,Frank
315,Tanya wouldn't distract herself.,Tanya wouldn't distract itself.,Tanya wouldn't distract,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,315,Tanya,Tanya
316,Rhonda was shocking herself.,Rhonda was shocking himself.,Rhonda was shocking,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,316,Rhonda,Rhonda
317,Kimberley loved herself.,Kimberley loved himself.,Kimberley loved,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,317,Kimberley,Kimberley
318,Amelia can't help herself.,Amelia can't help himself.,Amelia can't help,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,318,Amelia,Amelia
319,Martin has listened to himself.,Martin has listened to herself.,Martin has listened to,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,319,Martin,Martin
320,Elizabeth will help herself.,Elizabeth will help itself.,Elizabeth will help,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,320,Elizabeth,Elizabeth
321,Some man can't describe himself.,Some man can't describe itself.,Some man can't describe,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,321,man,Some man
322,Sara observed herself.,Sara observed himself.,Sara observed,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,322,Sara,Sara
323,Irene watches herself.,Irene watches itself.,Irene watches,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,323,Irene,Irene
324,Jerry impressed himself.,Jerry impressed herself.,Jerry impressed,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,324,Jerry,Jerry
325,Sharon is watching herself.,Sharon is watching himself.,Sharon is watching,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,325,Sharon,Sharon
326,Christina observed herself.,Christina observed itself.,Christina observed,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,326,Christina,Christina
327,Cynthia distracted herself.,Cynthia distracted itself.,Cynthia distracted,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,327,Cynthia,Cynthia
328,Samuel had cared for himself.,Samuel had cared for itself.,Samuel had cared for,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,328,Samuel,Samuel
329,Omar would attack himself.,Omar would attack itself.,Omar would attack,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,329,Omar,Omar
330,Kirsten helps herself.,Kirsten helps himself.,Kirsten helps,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,330,Kirsten,Kirsten
331,Janice complained about herself.,Janice complained about itself.,Janice complained about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,331,Janice,Janice
332,Tina is insulting herself.,Tina is insulting itself.,Tina is insulting,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,332,Tina,Tina
333,Wayne is attacking himself.,Wayne is attacking herself.,Wayne is attacking,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,333,Wayne,Wayne
334,Meredith was curing herself.,Meredith was curing himself.,Meredith was curing,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,334,Meredith,Meredith
335,Anne couldn't distract herself.,Anne couldn't distract himself.,Anne couldn't distract,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,335,Anne,Anne
336,Joseph notices himself.,Joseph notices itself.,Joseph notices,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,336,Joseph,Joseph
337,Patricia hugged herself.,Patricia hugged itself.,Patricia hugged,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,337,Patricia,Patricia
338,Karla has confused herself.,Karla has confused himself.,Karla has confused,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,338,Karla,Karla
339,Derek is noticing himself.,Derek is noticing itself.,Derek is noticing,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,339,Derek,Derek
340,Edward attacked himself.,Edward attacked herself.,Edward attacked,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,340,Edward,Edward
341,Roger hadn't stunned himself.,Roger hadn't stunned herself.,Roger hadn't stunned,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,341,Roger,Roger
342,Carlos isn't discussing himself.,Carlos isn't discussing herself.,Carlos isn't discussing,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,342,Carlos,Carlos
343,Danielle will appreciate herself.,Danielle will appreciate himself.,Danielle will appreciate,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,343,Danielle,Danielle
344,Curtis didn't respect himself.,Curtis didn't respect itself.,Curtis didn't respect,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,344,Curtis,Curtis
345,Kathleen does investigate herself.,Kathleen does investigate itself.,Kathleen does investigate,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,345,Kathleen,Kathleen
346,Marla isn't approaching herself.,Marla isn't approaching himself.,Marla isn't approaching,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,346,Marla,Marla
347,Vanessa concealed herself.,Vanessa concealed himself.,Vanessa concealed,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,347,Vanessa,Vanessa
348,Brett escapes from himself.,Brett escapes from itself.,Brett escapes from,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,348,Brett,Brett
349,Kenneth hadn't seen himself.,Kenneth hadn't seen itself.,Kenneth hadn't seen,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,349,Kenneth,Kenneth
350,Clyde cared for himself.,Clyde cared for itself.,Clyde cared for,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,350,Clyde,Clyde
351,Craig wouldn't return to himself.,Craig wouldn't return to herself.,Craig wouldn't return to,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,351,Craig,Craig
352,Jessica has noticed herself.,Jessica has noticed itself.,Jessica has noticed,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,352,Jessica,Jessica
353,Bethany likes herself.,Bethany likes itself.,Bethany likes,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,353,Bethany,Bethany
354,Douglas can't visit himself.,Douglas can't visit herself.,Douglas can't visit,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,354,Douglas,Douglas
355,Travis hasn't attacked himself.,Travis hasn't attacked itself.,Travis hasn't attacked,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,355,Travis,Travis
356,Cindy conceals herself.,Cindy conceals itself.,Cindy conceals,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,356,Cindy,Cindy
357,Julie can't upset herself.,Julie can't upset itself.,Julie can't upset,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,357,Julie,Julie
358,Adam insults himself.,Adam insults itself.,Adam insults,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,358,Adam,Adam
359,Grace won't astound herself.,Grace won't astound itself.,Grace won't astound,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,359,Grace,Grace
360,Rebecca hasn't hugged herself.,Rebecca hasn't hugged himself.,Rebecca hasn't hugged,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,360,Rebecca,Rebecca
361,Gregory is questioning himself.,Gregory is questioning herself.,Gregory is questioning,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,361,Gregory,Gregory
362,Carla hasn't praised herself.,Carla hasn't praised himself.,Carla hasn't praised,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,362,Carla,Carla
363,Lissa thought about herself.,Lissa thought about himself.,Lissa thought about,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,363,Lissa,Lissa
364,Cindy would hire herself.,Cindy would hire itself.,Cindy would hire,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,364,Cindy,Cindy
365,Christine hadn't boasted about herself.,Christine hadn't boasted about himself.,Christine hadn't boasted about,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,365,Christine,Christine
366,Alice wasn't hugging herself.,Alice wasn't hugging itself.,Alice wasn't hugging,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,366,Alice,Alice
367,A report disagreed with itself.,A report disagreed with herself.,A report disagreed with,itself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,367,report,A report
368,Amanda will alarm herself.,Amanda will alarm itself.,Amanda will alarm,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,368,Amanda,Amanda
369,Rhonda likes herself.,Rhonda likes itself.,Rhonda likes,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,369,Rhonda,Rhonda
370,Vincent embarrassed himself.,Vincent embarrassed itself.,Vincent embarrassed,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,370,Vincent,Vincent
371,The waitress discovers herself.,The waitress discovers himself.,The waitress discovers,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,371,waitress,The waitress
372,Jennifer has scared herself.,Jennifer has scared itself.,Jennifer has scared,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,372,Jennifer,Jennifer
373,Tamara had upset herself.,Tamara had upset himself.,Tamara had upset,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,373,Tamara,Tamara
374,Tara hadn't seen herself.,Tara hadn't seen himself.,Tara hadn't seen,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,374,Tara,Tara
375,Every girl isn't referencing herself.,Every girl isn't referencing himself.,Every girl isn't referencing,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,375,girl,Every girl
376,Cynthia might argue about herself.,Cynthia might argue about itself.,Cynthia might argue about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,376,Cynthia,Cynthia
377,Carmen isn't talking to herself.,Carmen isn't talking to himself.,Carmen isn't talking to,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,377,Carmen,Carmen
378,Donna dislikes herself.,Donna dislikes itself.,Donna dislikes,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,378,Donna,Donna
379,Sonia isn't discussing herself.,Sonia isn't discussing itself.,Sonia isn't discussing,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,379,Sonia,Sonia
380,Dana couldn't bother herself.,Dana couldn't bother himself.,Dana couldn't bother,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,380,Dana,Dana
381,Irene hadn't scared herself.,Irene hadn't scared itself.,Irene hadn't scared,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,381,Irene,Irene
382,Beverly has investigated herself.,Beverly has investigated itself.,Beverly has investigated,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,382,Beverly,Beverly
383,Chad complains about himself.,Chad complains about herself.,Chad complains about,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,383,Chad,Chad
384,Suzanne hadn't known herself.,Suzanne hadn't known himself.,Suzanne hadn't known,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,384,Suzanne,Suzanne
385,Sally visited herself.,Sally visited itself.,Sally visited,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,385,Sally,Sally
386,Rachelle distracted herself.,Rachelle distracted himself.,Rachelle distracted,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,386,Rachelle,Rachelle
387,Dawn escaped from herself.,Dawn escaped from itself.,Dawn escaped from,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,387,Dawn,Dawn
388,Omar reveals himself.,Omar reveals itself.,Omar reveals,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,388,Omar,Omar
389,Rodney had visited himself.,Rodney had visited herself.,Rodney had visited,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,389,Rodney,Rodney
390,Noah sees himself.,Noah sees herself.,Noah sees,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,390,Noah,Noah
391,Gerald has cared for himself.,Gerald has cared for itself.,Gerald has cared for,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,391,Gerald,Gerald
392,Sabrina has remembered herself.,Sabrina has remembered himself.,Sabrina has remembered,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,392,Sabrina,Sabrina
393,Laurie won't like herself.,Laurie won't like himself.,Laurie won't like,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,393,Laurie,Laurie
394,Richard would annoy himself.,Richard would annoy herself.,Richard would annoy,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,394,Richard,Richard
395,Matt isn't disturbing himself.,Matt isn't disturbing itself.,Matt isn't disturbing,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,395,Matt,Matt
396,Rachel respected herself.,Rachel respected itself.,Rachel respected,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,396,Rachel,Rachel
397,Veronica wouldn't work with herself.,Veronica wouldn't work with himself.,Veronica wouldn't work with,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,397,Veronica,Veronica
398,Ronald hadn't bothered himself.,Ronald hadn't bothered herself.,Ronald hadn't bothered,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,398,Ronald,Ronald
399,Phillip had attacked himself.,Phillip had attacked herself.,Phillip had attacked,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,399,Phillip,Phillip
400,Some girl will discuss herself.,Some girl will discuss itself.,Some girl will discuss,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,400,girl,Some girl
401,Elaine investigates herself.,Elaine investigates himself.,Elaine investigates,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,401,Elaine,Elaine
402,Holly isn't attacking herself.,Holly isn't attacking itself.,Holly isn't attacking,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,402,Holly,Holly
