,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
255,The doctors haven't arrived at every river.,The doctors hasn't arrived at every river.,The doctors,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,255,doctors,The doctors
256,Martin hasn't fixed most screens.,Martin haven't fixed most screens.,Martin,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,256,Martin,Martin
257,Christina is revealing Alexander.,Christina are revealing Alexander.,Christina,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,257,Christina,Christina
258,Guy hasn't lifted that book.,Guy haven't lifted that book.,Guy,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,258,Guy,Guy
259,Natalie hasn't cared for Daniel.,Natalie haven't cared for Daniel.,Natalie,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,259,Natalie,Natalie
260,Rhonda hasn't cleaned that coat.,Rhonda haven't cleaned that coat.,Rhonda,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,260,Rhonda,Rhonda
261,All students haven't climbed up some slope.,All students hasn't climbed up some slope.,All students,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,261,students,All students
262,A lot of hamsters aren't climbing up every mountain.,A lot of hamsters isn't climbing up every mountain.,A lot of hamsters,aren't,isn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,262,lot,A lot of hamsters
263,An actress has insulted Kirsten.,An actress have insulted Kirsten.,An actress,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,263,actress,An actress
264,The hamster is scaring those guests.,The hamster were scaring those guests.,The hamster,is,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,264,hamster,The hamster
265,Bethany hasn't kissed Laurie.,Bethany haven't kissed Laurie.,Bethany,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,265,Bethany,Bethany
266,All actresses listen to the teenagers.,All actresses listens to the teenagers.,All actresses,listen,listens,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,266,actresses,All actresses
267,Gregory wasn't firing the Borgias.,Gregory weren't firing the Borgias.,Gregory,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,267,Gregory,Gregory
268,Harvard University isn't boring Deborah.,Harvard University aren't boring Deborah.,Harvard University,isn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,268,University,Harvard University
269,A lot of cashiers have healed Gerald.,A lot of cashiers has healed Gerald.,A lot of cashiers,have,has,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,269,lot,A lot of cashiers
270,Holly hates Roger.,Holly hate Roger.,Holly,hates,hate,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,270,Holly,Holly
271,This pedestrian escapes from a lot of movie theaters.,This pedestrian escape from a lot of movie theaters.,This pedestrian,escapes,escape,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,271,pedestrian,This pedestrian
272,Linda is finding ladies.,Linda are finding ladies.,Linda,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,272,Linda,Linda
273,Tina has fixed some glasses.,Tina have fixed some glasses.,Tina,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,273,Tina,Tina
274,Lucille sells many college campuses.,Lucille sell many college campuses.,Lucille,sells,sell,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,274,Lucille,Lucille
275,Paul has fired Richard.,Paul have fired Richard.,Paul,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,275,Paul,Paul
276,David sounds like Candice.,David sound like Candice.,David,sounds,sound,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,276,David,David
277,Karla is escaping from Helen.,Karla are escaping from Helen.,Karla,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,277,Karla,Karla
278,Irene wasn't observing most waiters.,Irene aren't observing most waiters.,Irene,wasn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,278,Irene,Irene
279,Cheryl tours a bank.,Cheryl tour a bank.,Cheryl,tours,tour,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,279,Cheryl,Cheryl
280,Sheila escapes from a teenager.,Sheila escape from a teenager.,Sheila,escapes,escape,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,280,Sheila,Sheila
281,Stephanie isn't astounding Kathleen.,Stephanie aren't astounding Kathleen.,Stephanie,isn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,281,Stephanie,Stephanie
282,Every photograph looks like Holly.,Every photograph look like Holly.,Every photograph,looks,look,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,282,photograph,Every photograph
283,Many teachers return to that grocery store.,Many teachers returns to that grocery store.,Many teachers,return,returns,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,283,teachers,Many teachers
284,That student is noticing that guest.,That student are noticing that guest.,That student,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,284,student,That student
285,Lissa isn't helping Raymond.,Lissa weren't helping Raymond.,Lissa,isn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,285,Lissa,Lissa
286,Kevin has fired Russell.,Kevin have fired Russell.,Kevin,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,286,Kevin,Kevin
287,All children watch Tiffany.,All children watches Tiffany.,All children,watch,watches,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,287,children,All children
288,Steven cures Sally.,Steven cure Sally.,Steven,cures,cure,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,288,Steven,Steven
289,The Balkans have distracted Julie.,The Balkans has distracted Julie.,The Balkans,have,has,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,289,Balkans,The Balkans
290,Most guys haven't descended these hills.,Most guys hasn't descended these hills.,Most guys,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,290,guys,Most guys
291,Sara is boycotting some mall.,Sara are boycotting some mall.,Sara,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,291,Sara,Sara
292,Kirsten was investigating Carmen.,Kirsten were investigating Carmen.,Kirsten,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,292,Kirsten,Kirsten
293,Those senators are arriving at the malls.,Those senators was arriving at the malls.,Those senators,are,was,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,293,senators,Those senators
294,A lot of governments discuss Spain.,A lot of governments discusses Spain.,A lot of governments,discuss,discusses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,294,lot,A lot of governments
295,Michelle boycotts those glaciers.,Michelle boycott those glaciers.,Michelle,boycotts,boycott,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,295,Michelle,Michelle
296,Some boys hire Benjamin.,Some boys hires Benjamin.,Some boys,hire,hires,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,296,boys,Some boys
297,Some waitresses visit Homer.,Some waitresses visits Homer.,Some waitresses,visit,visits,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,297,waitresses,Some waitresses
298,The Lutherans climb down these hills.,The Lutherans climbs down these hills.,The Lutherans,climb,climbs,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,298,Lutherans,The Lutherans
299,Allison skates around some hospital.,Allison skate around some hospital.,Allison,skates,skate,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,299,NA,NA
300,Donald wasn't bringing those grocery stores.,Donald aren't bringing those grocery stores.,Donald,wasn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,300,Donald,Donald
301,Bradley sees Kevin.,Bradley see Kevin.,Bradley,sees,see,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,301,Bradley,Bradley
302,Tracy has exited that mountain.,Tracy have exited that mountain.,Tracy,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,302,Tracy,Tracy
303,Heidi questions Deborah.,Heidi question Deborah.,Heidi,questions,question,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,303,Heidi,Heidi
304,This chicken isn't astounding Helen.,This chicken aren't astounding Helen.,This chicken,isn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,304,chicken,This chicken
305,Many customers aren't talking to Vincent.,Many customers wasn't talking to Vincent.,Many customers,aren't,wasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,305,customers,Many customers
306,Kayla walks through those art galleries.,Kayla walk through those art galleries.,Kayla,walks,walk,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,306,Kayla,Kayla
307,The projector impresses Tiffany.,The projector impress Tiffany.,The projector,impresses,impress,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,307,projector,The projector
308,These hospitals forget Alan.,These hospitals forgets Alan.,These hospitals,forget,forgets,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,308,hospitals,These hospitals
309,Senators have that carriage.,Senators has that carriage.,Senators,have,has,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,309,Senators,Senators
310,All ladders embarrass Chad.,All ladders embarrasses Chad.,All ladders,embarrass,embarrasses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,310,ladders,All ladders
311,Jane admires some cashiers.,Jane admire some cashiers.,Jane,admires,admire,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,311,Jane,Jane
312,The waiters listen to Timothy.,The waiters listens to Timothy.,The waiters,listen,listens,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,312,waiters,The waiters
313,All pedestrians arrive at the high schools.,All pedestrians arrives at the high schools.,All pedestrians,arrive,arrives,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,313,pedestrians,All pedestrians
314,Patients fire these actors.,Patients fires these actors.,Patients,fire,fires,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,314,Patients,Patients
315,Jill boycotts the bank.,Jill boycott the bank.,Jill,boycotts,boycott,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,315,Jill,Jill
316,Meredith has cleaned a lot of movie theaters.,Meredith have cleaned a lot of movie theaters.,Meredith,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,316,Meredith,Meredith
317,Eric has driven to every museum.,Eric have driven to every museum.,Eric,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,317,Eric,Eric
318,Children question some senator.,Children questions some senator.,Children,question,questions,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,318,Children,Children
319,Pamela hasn't climbed down that ladder.,Pamela haven't climbed down that ladder.,Pamela,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,319,Pamela,Pamela
320,William hasn't hidden Homer.,William haven't hidden Homer.,William,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,320,William,William
321,Steven isn't examining the documentaries.,Steven weren't examining the documentaries.,Steven,isn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,321,Steven,Steven
322,Julia was referencing Jason.,Julia are referencing Jason.,Julia,was,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,322,Julia,Julia
323,Some pedestrians respect Eric.,Some pedestrians respects Eric.,Some pedestrians,respect,respects,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,323,pedestrians,Some pedestrians
324,The girl hasn't driven to some lakes.,The girl haven't driven to some lakes.,The girl,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,324,girl,The girl
325,John has listened to Bradley.,John have listened to Bradley.,John,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,325,John,John
326,Tamara was taking all mirrors.,Tamara were taking all mirrors.,Tamara,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,326,Tamara,Tamara
327,Every customer wasn't confusing Regina.,Every customer weren't confusing Regina.,Every customer,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,327,customer,Every customer
328,Brian hasn't visited Michelle.,Brian haven't visited Michelle.,Brian,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,328,Brian,Brian
329,Some reports annoy actors.,Some reports annoys actors.,Some reports,annoy,annoys,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,329,reports,Some reports
330,Rachelle criticizes Deanna.,Rachelle criticize Deanna.,Rachelle,criticizes,criticize,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,330,Rachelle,Rachelle
331,Those pedestrians cure Jason.,Those pedestrians cures Jason.,Those pedestrians,cure,cures,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,331,pedestrians,Those pedestrians
332,Senators listen to Janet.,Senators listens to Janet.,Senators,listen,listens,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,332,Senators,Senators
333,Some children bike to some museum.,Some children bikes to some museum.,Some children,bike,bikes,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,333,NA,NA
334,All ladies aren't observing Cheryl.,All ladies wasn't observing Cheryl.,All ladies,aren't,wasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,334,ladies,All ladies
335,Carol works with Monica.,Carol work with Monica.,Carol,works,work,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,335,Carol,Carol
336,Caroline is arriving at every movie theater.,Caroline are arriving at every movie theater.,Caroline,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,336,Caroline,Caroline
337,Alexander has all books.,Alexander have all books.,Alexander,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,337,Alexander,Alexander
338,Most drivers talk to Kendra.,Most drivers talks to Kendra.,Most drivers,talk,talks,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,338,drivers,Most drivers
339,The adults astounds the Impressionists.,The adults astound the Impressionists.,The adults,astounds,astound,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,339,adults,The adults
340,That art gallery distracts Alicia.,That art gallery distract Alicia.,That art gallery,distracts,distract,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,340,gallery,That art gallery
341,George has skated around these art galleries.,George have skated around these art galleries.,George,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,341,George,George
342,Dennis has worried boys.,Dennis have worried boys.,Dennis,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,342,Dennis,Dennis
343,Kristen runs around cafes.,Kristen run around cafes.,Kristen,runs,run,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,343,Kristen,Kristen
344,Andrew is escaping from Sara.,Andrew were escaping from Sara.,Andrew,is,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,344,Andrew,Andrew
345,Craig works with Kristin.,Craig work with Kristin.,Craig,works,work,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,345,Craig,Craig
346,Some organizations shock a senator.,Some organizations shocks a senator.,Some organizations,shock,shocks,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,346,organizations,Some organizations
347,Most shirts distract Claire.,Most shirts distracts Claire.,Most shirts,distract,distracts,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,347,shirts,Most shirts
348,Marcus was biking to all cafes.,Marcus were biking to all cafes.,Marcus,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,348,Marcus,Marcus
349,Associations hire Lori.,Associations hires Lori.,Associations,hire,hires,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,349,Associations,Associations
350,All associations have criticized Keith.,All associations has criticized Keith.,All associations,have,has,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,350,associations,All associations
351,Scott has stunned Dennis.,Scott have stunned Dennis.,Scott,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,351,Scott,Scott
352,Rodney wasn't alarming Heather.,Rodney weren't alarming Heather.,Rodney,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,352,Rodney,Rodney
353,The Impressionists wear a sock.,The Impressionists wears a sock.,The Impressionists,wear,wears,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,353,Impressionists,The Impressionists
354,Bethany cares for Alicia.,Bethany care for Alicia.,Bethany,cares,care,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,354,Bethany,Bethany
355,Those customers are concealing Brad.,Those customers is concealing Brad.,Those customers,are,is,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,355,customers,Those customers
356,Many children break this truck.,Many children breaks this truck.,Many children,break,breaks,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,356,children,Many children
357,Samantha has broken chairs.,Samantha have broken chairs.,Samantha,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,357,Samantha,Samantha
358,Some drivers tour this high school.,Some drivers tours this high school.,Some drivers,tour,tours,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,358,drivers,Some drivers
359,Heidi is approaching Timothy.,Heidi were approaching Timothy.,Heidi,is,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,359,Heidi,Heidi
360,Some patients discuss Theresa.,Some patients discusses Theresa.,Some patients,discuss,discusses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,360,patients,Some patients
361,Laura has hidden Jessica.,Laura have hidden Jessica.,Laura,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,361,Laura,Laura
362,Diana admires Tanya.,Diana admire Tanya.,Diana,admires,admire,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,362,Diana,Diana
363,Gerald disturbs Roger.,Gerald disturb Roger.,Gerald,disturbs,disturb,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,363,Gerald,Gerald
364,All governments are confusing a hospital.,All governments is confusing a hospital.,All governments,are,is,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,364,governments,All governments
365,Bethany is healing some customer.,Bethany were healing some customer.,Bethany,is,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,365,Bethany,Bethany
366,Brian hasn't discussed Winston Churchill.,Brian haven't discussed Winston Churchill.,Brian,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,366,Brian,Brian
367,Sabrina discovers Florence.,Sabrina discover Florence.,Sabrina,discovers,discover,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,367,Sabrina,Sabrina
368,Some teacher wasn't dropping by the public parks.,Some teacher weren't dropping by the public parks.,Some teacher,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,368,teacher,Some teacher
369,Todd isn't fixing the bicycle.,Todd weren't fixing the bicycle.,Todd,isn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,369,Todd,Todd
370,Bradley loves all documentaries.,Bradley love all documentaries.,Bradley,loves,love,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,370,Bradley,Bradley
371,Amelia isn't taking steak.,Amelia weren't taking steak.,Amelia,isn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,371,Amelia,Amelia
372,All mountains impress Sonia.,All mountains impresses Sonia.,All mountains,impress,impresses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,372,mountains,All mountains
373,Some waitresses reference some adult.,Some waitresses references some adult.,Some waitresses,reference,references,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,373,waitresses,Some waitresses
374,Charles dislikes the art gallery.,Charles dislike the art gallery.,Charles,dislikes,dislike,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,374,Charles,Charles
375,David was attacking Jane.,David were attacking Jane.,David,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,375,David,David
376,Diana isn't selling the hat.,Diana aren't selling the hat.,Diana,isn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,376,Diana,Diana
377,Some actresses complain about Julia.,Some actresses complains about Julia.,Some actresses,complain,complains,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,377,actresses,Some actresses
378,William messes up that movie theater.,William mess up that movie theater.,William,messes,mess,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,378,William,William
379,The Lutherans haven't loved Janet.,The Lutherans hasn't loved Janet.,The Lutherans,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,379,Lutherans,The Lutherans
380,Many students break every computer.,Many students breaks every computer.,Many students,break,breaks,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,380,students,Many students
381,Actresses hide the snake.,Actresses hides the snake.,Actresses,hide,hides,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,381,Actresses,Actresses
382,All cashiers criticize some newspaper articles.,All cashiers criticizes some newspaper articles.,All cashiers,criticize,criticizes,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,382,cashiers,All cashiers
383,A cup scares teenagers.,A cup scare teenagers.,A cup,scares,scare,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,383,cup,A cup
384,These patients have that hill.,These patients has that hill.,These patients,have,has,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,384,patients,These patients
385,Some adults flee from Jason.,Some adults flees from Jason.,Some adults,flee,flees,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,385,adults,Some adults
386,Caroline questions Lisa.,Caroline question Lisa.,Caroline,questions,question,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,386,Caroline,Caroline
387,Waitresses drive to a lot of movie theaters.,Waitresses drives to a lot of movie theaters.,Waitresses,drive,drives,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,387,Waitresses,Waitresses
388,Thomas watches Travis.,Thomas watch Travis.,Thomas,watches,watch,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,388,Thomas,Thomas
389,Meredith is discovering Rachelle.,Meredith are discovering Rachelle.,Meredith,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,389,Meredith,Meredith
390,Carlos isn't attacking the guest.,Carlos aren't attacking the guest.,Carlos,isn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,390,Carlos,Carlos
391,Kevin has driven to all high schools.,Kevin have driven to all high schools.,Kevin,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,391,Kevin,Kevin
392,Tina wasn't hugging some waiter.,Tina weren't hugging some waiter.,Tina,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,392,Tina,Tina
393,That actress hasn't researched the print.,That actress haven't researched the print.,That actress,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,393,actress,That actress
394,Kayla lifts those projectors.,Kayla lift those projectors.,Kayla,lifts,lift,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,394,Kayla,Kayla
395,Vanessa has hired Suzanne.,Vanessa have hired Suzanne.,Vanessa,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,395,Vanessa,Vanessa
396,Cynthia thinks about these eyes.,Cynthia think about these eyes.,Cynthia,thinks,think,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,396,Cynthia,Cynthia
397,A guest is taking cafes.,A guest were taking cafes.,A guest,is,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,397,guest,A guest
398,Jason wasn't hiding some drawing.,Jason aren't hiding some drawing.,Jason,wasn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,398,Jason,Jason
399,Samuel hugs Liam.,Samuel hug Liam.,Samuel,hugs,hug,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,399,Samuel,Samuel
400,Literature has stunned most senators.,Literature have stunned most senators.,Literature,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,400,Literature,Literature
401,Joseph flees from Carolyn.,Joseph flee from Carolyn.,Joseph,flees,flee,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,401,Joseph,Joseph
402,Jane questions Theodore.,Jane question Theodore.,Jane,questions,question,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,402,Jane,Jane
403,James has listened to the senator.,James have listened to the senator.,James,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,403,James,James
404,This ladder annoys Paula.,This ladder annoy Paula.,This ladder,annoys,annoy,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,404,ladder,This ladder
405,All waiters criticize all movie theaters.,All waiters criticizes all movie theaters.,All waiters,criticize,criticizes,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,405,waiters,All waiters
406,This cashier flees from Rachel.,This cashier flee from Rachel.,This cashier,flees,flee,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,406,cashier,This cashier
407,A lot of customers notice every waiter.,A lot of customers notices every waiter.,A lot of customers,notice,notices,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,407,lot,A lot of customers
