,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target
198,Paul is hiring those old cashiers.,Paul is hiring those old cashier.,Paul is hiring those old,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,198,those
199,Anna hasn't scanned those small books.,Anna hasn't scanned those small book.,Anna hasn't scanned those small,books,book,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,199,those
200,Mark disturbed these ill students.,Mark disturbed these ill student.,Mark disturbed these ill,students,student,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,200,these
201,Many actresses aren't escaping from this small mall.,Many actresses aren't escaping from this small malls.,Many actresses aren't escaping from this small,mall,malls,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,201,this
202,Cheryl sells those soft scarves.,Cheryl sells those soft scarf.,Cheryl sells those soft,scarves,scarf,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,202,those
203,Carrie had investigated that good organization.,Carrie had investigated that good organizations.,Carrie had investigated that good,organization,organizations,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,203,that
204,Margaret worked with that lucky waitress.,Margaret worked with that lucky waitresses.,Margaret worked with that lucky,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,204,that
205,Most pictures look like these small art galleries.,Most pictures look like these small art gallery.,Most pictures look like these small,art galleries,art gallery,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,205,these
206,Cheryl does take this good snake.,Cheryl does take this good snakes.,Cheryl does take this good,snake,snakes,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,206,this
207,Joseph wasn't researching these rough pictures.,Joseph wasn't researching these rough picture.,Joseph wasn't researching these rough,pictures,picture,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,207,these
208,Dennis wasn't arguing about this big brochure.,Dennis wasn't arguing about this big brochures.,Dennis wasn't arguing about this big,brochure,brochures,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,208,this
209,Rodney hadn't listened to this concealed pedestrian.,Rodney hadn't listened to this concealed pedestrians.,Rodney hadn't listened to this concealed,pedestrian,pedestrians,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,209,this
210,Christine hadn't known those unconvinced cashiers.,Christine hadn't known those unconvinced cashier.,Christine hadn't known those unconvinced,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,210,those
211,Helen hadn't upset that big waitress.,Helen hadn't upset that big waitresses.,Helen hadn't upset that big,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,211,that
212,The girls buy those rough photographs.,The girls buy those rough photograph.,The girls buy those rough,photographs,photograph,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,212,those
213,Carolyn talked about that content guest.,Carolyn talked about that content guests.,Carolyn talked about that content,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,213,that
214,Many doors worry those popular associations.,Many doors worry those popular association.,Many doors worry those popular,associations,association,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,214,those
215,Robert hasn't disliked this orange art gallery.,Robert hasn't disliked this orange art galleries.,Robert hasn't disliked this orange,art gallery,art galleries,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,215,this
216,Adam has broken that clean couch.,Adam has broken that clean couchs.,Adam has broken that clean,couch,couchs,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,216,that
217,Most girls passed those smooth high schools.,Most girls passed those smooth high school.,Most girls passed those smooth,high schools,high school,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,217,those
218,Most pedestrians work with those uncertain guests.,Most pedestrians work with those uncertain guest.,Most pedestrians work with those uncertain,guests,guest,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,218,those
219,Some boys would appreciate these popular banks.,Some boys would appreciate these popular bank.,Some boys would appreciate these popular,banks,bank,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,219,these
220,This documentary hadn't disagreed with these good plays.,This documentary hadn't disagreed with these good play.,This documentary hadn't disagreed with these good,plays,play,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,220,these
221,Monet had fixed those yellow couches.,Monet had fixed those yellow couch.,Monet had fixed those yellow,couches,couch,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,221,those
222,Phillip looked like this black sketch.,Phillip looked like this black sketches.,Phillip looked like this black,sketch,sketches,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,222,this
223,Some story couldn't disagree with this important essay.,Some story couldn't disagree with this important essays.,Some story couldn't disagree with this important,essay,essays,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,223,this
224,Nina should remember those upset cashiers.,Nina should remember those upset cashier.,Nina should remember those upset,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,224,those
225,Those pies bother these nice guests.,Those pies bother these nice guest.,Those pies bother these nice,guests,guest,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,225,these
226,Veronica saw that hard scarf.,Veronica saw that hard scarves.,Veronica saw that hard,scarf,scarves,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,226,that
227,Keith had impressed this delighted guest.,Keith had impressed this delighted guests.,Keith had impressed this delighted,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,227,this
228,Patricia had bothered that good committee.,Patricia had bothered that good committees.,Patricia had bothered that good,committee,committees,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,228,that
229,Some women wear those smooth hats.,Some women wear those smooth hat.,Some women wear those smooth,hats,hat,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,229,those
230,Many actors explore this good grocery store.,Many actors explore this good grocery stores.,Many actors explore this good,grocery store,grocery stores,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,230,this
231,The art galleries are boring those out in the open dancers.,The art galleries are boring those out in the open dancer.,The art galleries are boring those out in the open,dancers,dancer,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,231,those
232,Benjamin referenced that busy senator.,Benjamin referenced that busy senators.,Benjamin referenced that busy,senator,senators,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,232,that
233,Todd isn't finding these bad sketches.,Todd isn't finding these bad sketch.,Todd isn't finding these bad,sketches,sketch,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,233,these
234,Mitchell knew those hidden students.,Mitchell knew those hidden student.,Mitchell knew those hidden,students,student,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,234,those
235,Kathleen did conceal those confident cashiers.,Kathleen did conceal those confident cashier.,Kathleen did conceal those confident,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,235,those
236,Many scarves annoy these popular governments.,Many scarves annoy these popular government.,Many scarves annoy these popular,governments,government,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,236,these
237,Carl discovers this orange rug.,Carl discovers this orange rugs.,Carl discovers this orange,rug,rugs,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,237,this
238,Lucille wasn't helping this scared actor.,Lucille wasn't helping this scared actors.,Lucille wasn't helping this scared,actor,actors,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,238,this
239,All girls haven't disagreed with those important essays.,All girls haven't disagreed with those important essay.,All girls haven't disagreed with those important,essays,essay,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,239,those
240,Stories stun this old patient.,Stories stun this old patients.,Stories stun this old,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,240,this
241,Some ladies describe these bad senators.,Some ladies describe these bad senator.,Some ladies describe these bad,senators,senator,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,241,these
242,This book isn't disturbing that out in the open waitress.,This book isn't disturbing that out in the open waitresses.,This book isn't disturbing that out in the open,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,242,that
243,A university knew these happy boys.,A university knew these happy boy.,A university knew these happy,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,243,these
244,Some boy attacked this uncertain adult.,Some boy attacked this uncertain adults.,Some boy attacked this uncertain,adult,adults,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,244,this
245,That person hasn't cured that purple bird.,That person hasn't cured that purple birds.,That person hasn't cured that purple,bird,birds,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,245,that
246,John escapes from this busy waitress.,John escapes from this busy waitresses.,John escapes from this busy,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,246,this
247,Bradley was cleaning those rough rugs.,Bradley was cleaning those rough rug.,Bradley was cleaning those rough,rugs,rug,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,247,those
248,Most reports hadn't disagreed with these small senators.,Most reports hadn't disagreed with these small senator.,Most reports hadn't disagreed with these small,senators,senator,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,248,these
249,Sheila wouldn't bother these important children.,Sheila wouldn't bother these important child.,Sheila wouldn't bother these important,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,249,these
250,Bill cured that orange snake.,Bill cured that orange snakes.,Bill cured that orange,snake,snakes,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,250,that
251,All adults help that employed teacher.,All adults help that employed teachers.,All adults help that employed,teacher,teachers,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,251,that
252,Heather had skated around this hard art gallery.,Heather had skated around this hard art galleries.,Heather had skated around this hard,art gallery,art galleries,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,252,this
253,Meredith drives to that red public park.,Meredith drives to that red public parks.,Meredith drives to that red,public park,public parks,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,253,that
254,Carla isn't exploring this orange grocery store.,Carla isn't exploring this orange grocery stores.,Carla isn't exploring this orange,grocery store,grocery stores,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,254,this
255,Most banks will help this content senator.,Most banks will help this content senators.,Most banks will help this content,senator,senators,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,255,this
256,The Lutherans mess up that orange movie theater.,The Lutherans mess up that orange movie theaters.,The Lutherans mess up that orange,movie theater,movie theaters,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,256,that
257,Laurie hasn't concealed this displeased patient.,Laurie hasn't concealed this displeased patients.,Laurie hasn't concealed this displeased,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,257,this
258,Sara breaks these concealed couches.,Sara breaks these concealed couch.,Sara breaks these concealed,couches,couch,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,258,these
259,Most people haven't disagreed with those displeased boys.,Most people haven't disagreed with those displeased boy.,Most people haven't disagreed with those displeased,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,259,those
260,The doctor was annoying those old waitresses.,The doctor was annoying those old waitress.,The doctor was annoying those old,waitresses,waitress,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,260,those
261,Sharon investigated these small dancers.,Sharon investigated these small dancer.,Sharon investigated these small,dancers,dancer,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,261,these
262,The Borgias respect this unemployed guy.,The Borgias respect this unemployed guys.,The Borgias respect this unemployed,guy,guys,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,262,this
263,The Borgias disgusts that nice actor.,The Borgias disgusts that nice actors.,The Borgias disgusts that nice,actor,actors,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,263,that
264,Judy was embarrassing those ill boys.,Judy was embarrassing those ill boy.,Judy was embarrassing those ill,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,264,those
265,Kayla lifts these popular prints.,Kayla lifts these popular print.,Kayla lifts these popular,prints,print,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,265,these
266,Stephanie appreciates these important movie theaters.,Stephanie appreciates these important movie theater.,Stephanie appreciates these important,movie theaters,movie theater,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,266,these
267,Some cashier remembers that small guest.,Some cashier remembers that small guests.,Some cashier remembers that small,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,267,that
268,Some dancers go to this messy museum.,Some dancers go to this messy museums.,Some dancers go to this messy,museum,museums,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,268,this
269,The rug had embarrassed these nice pedestrians.,The rug had embarrassed these nice pedestrian.,The rug had embarrassed these nice,pedestrians,pedestrian,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,269,these
270,Sara did scan this white pamphlet.,Sara did scan this white pamphlets.,Sara did scan this white,pamphlet,pamphlets,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,270,this
271,Sabrina hasn't biked to these bad libraries.,Sabrina hasn't biked to these bad library.,Sabrina hasn't biked to these bad,libraries,library,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,271,these
272,Sarah is walking through these important restaurants.,Sarah is walking through these important restaurant.,Sarah is walking through these important,restaurants,restaurant,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,272,these
273,Marla didn't worry this important doctor.,Marla didn't worry this important doctors.,Marla didn't worry this important,doctor,doctors,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,273,this
274,These men went to those important malls.,These men went to those important mall.,These men went to those important,malls,mall,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,274,those
275,Robert hides those black cafes.,Robert hides those black cafe.,Robert hides those black,cafes,cafe,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,275,those
276,The dogs distract these employed actors.,The dogs distract these employed actor.,The dogs distract these employed,actors,actor,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,276,these
277,That library wasn't hiring those smart students.,That library wasn't hiring those smart student.,That library wasn't hiring those smart,students,student,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,277,those
278,Kristen could forget those bad essays.,Kristen could forget those bad essay.,Kristen could forget those bad,essays,essay,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,278,those
279,Sketches won't look like those good cafes.,Sketches won't look like those good cafe.,Sketches won't look like those good,cafes,cafe,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,279,those
280,Those windows hurt these hidden students.,Those windows hurt these hidden student.,Those windows hurt these hidden,students,student,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,280,these
281,Florence upset these out in the open girls.,Florence upset these out in the open girl.,Florence upset these out in the open,girls,girl,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,281,these
282,Every girl disturbed this excited guy.,Every girl disturbed this excited guys.,Every girl disturbed this excited,guy,guys,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,282,this
283,Judy doesn't insult this big doctor.,Judy doesn't insult this big doctors.,Judy doesn't insult this big,doctor,doctors,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,283,this
284,A lot of waiters research this bad cafe.,A lot of waiters research this bad cafes.,A lot of waiters research this bad,cafe,cafes,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,284,this
285,A lot of men were hiding these big drawings.,A lot of men were hiding these big drawing.,A lot of men were hiding these big,drawings,drawing,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,285,these
286,Karen is biking to that clean college campus.,Karen is biking to that clean college campuses.,Karen is biking to that clean,college campus,college campuses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,286,that
287,Sharon broke these orange forks.,Sharon broke these orange fork.,Sharon broke these orange,forks,fork,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,287,these
288,Some paintings disgust this important adult.,Some paintings disgust this important adults.,Some paintings disgust this important,adult,adults,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,288,this
289,Raymond questions those important companies.,Raymond questions those important company.,Raymond questions those important,companies,company,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,289,those
290,Melinda was arriving at this blue library.,Melinda was arriving at this blue libraries.,Melinda was arriving at this blue,library,libraries,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,290,this
291,Anne could attack this unemployed senator.,Anne could attack this unemployed senators.,Anne could attack this unemployed,senator,senators,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,291,this
292,All companies conceal those unemployed actresses.,All companies conceal those unemployed actress.,All companies conceal those unemployed,actresses,actress,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,292,those
293,Stacy hugs this unlucky actress.,Stacy hugs this unlucky actresses.,Stacy hugs this unlucky,actress,actresses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,293,this
294,William isn't examining these gray reports.,William isn't examining these gray report.,William isn't examining these gray,reports,report,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,294,these
295,These students have gone to those dirty restaurants.,These students have gone to those dirty restaurant.,These students have gone to those dirty,restaurants,restaurant,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,295,those
296,That bank works with these employed children.,That bank works with these employed child.,That bank works with these employed,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,296,these
297,A lot of actors notice that messy cafe.,A lot of actors notice that messy cafes.,A lot of actors notice that messy,cafe,cafes,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,297,that
298,Most patients think about that big girl.,Most patients think about that big girls.,Most patients think about that big,girl,girls,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,298,that
299,Marie criticizes these uncertain adults.,Marie criticizes these uncertain adult.,Marie criticizes these uncertain,adults,adult,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,299,these
300,Dan wasn't researching those popular cafes.,Dan wasn't researching those popular cafe.,Dan wasn't researching those popular,cafes,cafe,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,300,those
301,All students skate around that messy cafe.,All students skate around that messy cafes.,All students skate around that messy,cafe,cafes,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,301,that
302,Rachel had helped these displeased doctors.,Rachel had helped these displeased doctor.,Rachel had helped these displeased,doctors,doctor,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,302,these
303,Many teenagers fix that good glass.,Many teenagers fix that good glasses.,Many teenagers fix that good,glass,glasses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,303,that
304,Janet disagrees with that nice cashier.,Janet disagrees with that nice cashiers.,Janet disagrees with that nice,cashier,cashiers,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,304,that
305,Charles is escaping from these confident patients.,Charles is escaping from these confident patient.,Charles is escaping from these confident,patients,patient,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,305,these
306,Laura hadn't praised those scared drivers.,Laura hadn't praised those scared driver.,Laura hadn't praised those scared,drivers,driver,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,306,those
307,People arrive at this old high school.,People arrive at this old high schools.,People arrive at this old,high school,high schools,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,307,this
308,Patrick couldn't break this out in the open cup.,Patrick couldn't break this out in the open cups.,Patrick couldn't break this out in the open,cup,cups,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,308,this
309,Daniel won't sell those white restaurants.,Daniel won't sell those white restaurant.,Daniel won't sell those white,restaurants,restaurant,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,309,those
310,Ellen isn't observing those uncertain teenagers.,Ellen isn't observing those uncertain teenager.,Ellen isn't observing those uncertain,teenagers,teenager,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,310,those
311,Most windows astound these unemployed doctors.,Most windows astound these unemployed doctor.,Most windows astound these unemployed,doctors,doctor,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,311,these
312,Christine sounded like that serious guest.,Christine sounded like that serious guests.,Christine sounded like that serious,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,312,that
313,Mitchell wouldn't remember those black pamphlets.,Mitchell wouldn't remember those black pamphlet.,Mitchell wouldn't remember those black,pamphlets,pamphlet,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,313,those
314,The company respects these old restaurants.,The company respects these old restaurant.,The company respects these old,restaurants,restaurant,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,314,these
315,Steve conceals these young pedestrians.,Steve conceals these young pedestrian.,Steve conceals these young,pedestrians,pedestrian,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,315,these
316,Sally does reference this hidden lady.,Sally does reference this hidden ladies.,Sally does reference this hidden,lady,ladies,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,316,this
317,Laurie isn't distracting that popular committee.,Laurie isn't distracting that popular committees.,Laurie isn't distracting that popular,committee,committees,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,317,that
318,Gerald loves that excited pedestrian.,Gerald loves that excited pedestrians.,Gerald loves that excited,pedestrian,pedestrians,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,318,that
319,Wayne thinks about that bad university.,Wayne thinks about that bad universities.,Wayne thinks about that bad,university,universities,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,319,that
320,The teenager distracted this busy teenager.,The teenager distracted this busy teenagers.,The teenager distracted this busy,teenager,teenagers,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,320,this
321,Gerald can examine that good play.,Gerald can examine that good plays.,Gerald can examine that good,play,plays,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,321,that
322,All rabbits disgust this popular doctor.,All rabbits disgust this popular doctors.,All rabbits disgust this popular,doctor,doctors,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,322,this
323,April is returning to these big cashiers.,April is returning to these big cashier.,April is returning to these big,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,323,these
324,These pedestrians are biking to this new mall.,These pedestrians are biking to this new malls.,These pedestrians are biking to this new,mall,malls,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,324,this
325,George talked to those hopeful drivers.,George talked to those hopeful driver.,George talked to those hopeful,drivers,driver,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,325,those
326,Marie is exploring this big museum.,Marie is exploring this big museums.,Marie is exploring this big,museum,museums,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,326,this
327,Brian doesn't help that unemployed actor.,Brian doesn't help that unemployed actors.,Brian doesn't help that unemployed,actor,actors,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,327,that
328,Alan has cured these small actors.,Alan has cured these small actor.,Alan has cured these small,actors,actor,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,328,these
329,Nina drives to that concealed college campus.,Nina drives to that concealed college campuses.,Nina drives to that concealed,college campus,college campuses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,329,that
330,Cheryl runs around this blue library.,Cheryl runs around this blue libraries.,Cheryl runs around this blue,library,libraries,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,330,this
331,Jason hadn't broken those gray couches.,Jason hadn't broken those gray couch.,Jason hadn't broken those gray,couches,couch,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,331,those
332,Beverly isn't biking to this white school.,Beverly isn't biking to this white schools.,Beverly isn't biking to this white,school,schools,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,332,this
333,Julie toured that clean movie theater.,Julie toured that clean movie theaters.,Julie toured that clean,movie theater,movie theaters,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,333,that
334,The hamster bores that lucky guy.,The hamster bores that lucky guys.,The hamster bores that lucky,guy,guys,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,334,that
335,Valerie was attacking this fast adult.,Valerie was attacking this fast adults.,Valerie was attacking this fast,adult,adults,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,335,this
336,Nicole has cleaned those smooth hospitals.,Nicole has cleaned those smooth hospital.,Nicole has cleaned those smooth,hospitals,hospital,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,336,those
337,These guys distract that content patient.,These guys distract that content patients.,These guys distract that content,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,337,that
338,Heidi isn't curing these hidden cashiers.,Heidi isn't curing these hidden cashier.,Heidi isn't curing these hidden,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,338,these
339,The Impressionists think about these bad coats.,The Impressionists think about these bad coat.,The Impressionists think about these bad,coats,coat,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,339,these
