,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
263,Every hypothesis was distracting Leslie.,Every hypothesis were distracting Leslie.,Every hypothesis,was,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,263,hypothesis,Every hypothesis
264,An oasis was bothering Laurie.,An oasis are bothering Laurie.,An oasis,was,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,264,oasis,An oasis
265,Parentheses weren't irritating Douglas.,Parentheses wasn't irritating Douglas.,Parentheses,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,265,Parentheses,Parentheses
266,Some bases are aggravating Beverly.,Some bases is aggravating Beverly.,Some bases,are,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,266,bases,Some bases
267,Those diagnoses haven't embarrassed Jason.,Those diagnoses hasn't embarrassed Jason.,Those diagnoses,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,267,diagnoses,Those diagnoses
268,Those women discover a lot of dresses.,Those women discovers a lot of dresses.,Those women,discover,discovers,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,268,women,Those women
269,Oxen bore Karla.,Oxen bores Karla.,Oxen,bore,bores,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,269,Oxen,Oxen
270,A lot of women obligate Travis to smile.,A lot of women obligates Travis to smile.,A lot of women,obligate,obligates,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,270,lot,A lot of women
271,The women haven't interacted.,The women hasn't interacted.,The women,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,271,women,The women
272,The man dares a customer to climb down some hill.,The man dare a customer to climb down some hill.,The man,dares,dare,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,272,man,The man
273,Every axis was distracting a student.,Every axis were distracting a student.,Every axis,was,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,273,axis,Every axis
274,Every thesis hasn't attempted to nod.,Every thesis haven't attempted to nod.,Every thesis,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,274,thesis,Every thesis
275,Most hypotheses annoy Sabrina.,Most hypotheses annoys Sabrina.,Most hypotheses,annoy,annoys,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,275,hypotheses,Most hypotheses
276,Some phenomenon is alarming Phillip.,Some phenomenon were alarming Phillip.,Some phenomenon,is,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,276,phenomenon,Some phenomenon
277,Some analysis upsets Grace.,Some analysis upset Grace.,Some analysis,upsets,upset,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,277,analysis,Some analysis
278,This person hasn't found that dancer to wash.,This person haven't found that dancer to wash.,This person,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,278,person,This person
279,A diagnosis annoys Amelia.,A diagnosis annoy Amelia.,A diagnosis,annoys,annoy,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,279,diagnosis,A diagnosis
280,The axes were appearing.,The axes is appearing.,The axes,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,280,axes,The axes
281,Media worry Andrew.,Media worries Andrew.,Media,worry,worries,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,281,Media,Media
282,Some nucleus disturbs Carmen.,Some nucleus disturb Carmen.,Some nucleus,disturbs,disturb,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,282,nucleus,Some nucleus
283,Some woman wasn't forcing the universities to reference Kendra.,Some woman weren't forcing the universities to reference Kendra.,Some woman,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,283,woman,Some woman
284,Some crisis has impressed some legislature.,Some crisis have impressed some legislature.,Some crisis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,284,crisis,Some crisis
285,These syntheses worry Walter.,These syntheses worries Walter.,These syntheses,worry,worries,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,285,syntheses,These syntheses
286,Every nucleus alarms some drivers.,Every nucleus alarm some drivers.,Every nucleus,alarms,alarm,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,286,nucleus,Every nucleus
287,That crisis has bothered Guy.,That crisis have bothered Guy.,That crisis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,287,crisis,That crisis
288,This oasis was disturbing the dancer.,This oasis were disturbing the dancer.,This oasis,was,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,288,oasis,This oasis
289,The medium isn't scaring Rebecca.,The medium aren't scaring Rebecca.,The medium,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,289,medium,The medium
290,Some louse has fallen.,Some louse have fallen.,Some louse,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,290,louse,Some louse
291,Most alumni succeed.,Most alumni succeeds.,Most alumni,succeed,succeeds,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,291,alumni,Most alumni
292,Many geese have scared the Lutherans.,Many geese has scared the Lutherans.,Many geese,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,292,geese,Many geese
293,Parentheses have shut.,Parentheses has shut.,Parentheses,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,293,Parentheses,Parentheses
294,The syntheses aren't astounding some waiter.,The syntheses isn't astounding some waiter.,The syntheses,aren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,294,syntheses,The syntheses
295,A synopsis wasn't stunning all museums.,A synopsis weren't stunning all museums.,A synopsis,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,295,synopsis,A synopsis
296,Many oxen haven't existed.,Many oxen hasn't existed.,Many oxen,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,296,oxen,Many oxen
297,A lot of media haven't astounded Andrew.,A lot of media hasn't astounded Andrew.,A lot of media,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,297,lot,A lot of media
298,Every hypothesis impresses Barbara.,Every hypothesis impress Barbara.,Every hypothesis,impresses,impress,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,298,hypothesis,Every hypothesis
299,These mice haven't resembled all pictures.,These mice hasn't resembled all pictures.,These mice,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,299,mice,These mice
300,Nuclei have fallen.,Nuclei has fallen.,Nuclei,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,300,Nuclei,Nuclei
301,These diagnoses weren't embarrassing Natalie.,These diagnoses isn't embarrassing Natalie.,These diagnoses,weren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,301,diagnoses,These diagnoses
302,Many syntheses stun every dancer.,Many syntheses stuns every dancer.,Many syntheses,stun,stuns,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,302,syntheses,Many syntheses
303,That foot isn't embarrassing Donna.,That foot aren't embarrassing Donna.,That foot,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,303,foot,That foot
304,A lot of media weren't shocking Lori.,A lot of media isn't shocking Lori.,A lot of media,weren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,304,lot,A lot of media
305,A louse is climbing up some steps.,A louse are climbing up some steps.,A louse,is,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,305,louse,A louse
306,Many radii irritate Irene.,Many radii irritates Irene.,Many radii,irritate,irritates,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,306,radii,Many radii
307,These crises have aggravated Beverly.,These crises has aggravated Beverly.,These crises,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,307,crises,These crises
308,Some children prompt Kenneth to go to most lakes.,Some children prompts Kenneth to go to most lakes.,Some children,prompt,prompts,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,308,children,Some children
309,Some stimulus is falling.,Some stimulus are falling.,Some stimulus,is,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,309,stimulus,Some stimulus
310,These media scare those companies.,These media scares those companies.,These media,scare,scares,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,310,media,These media
311,Every mouse has alarmed those guys.,Every mouse have alarmed those guys.,Every mouse,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,311,mouse,Every mouse
312,Those theses have resembled that drawing.,Those theses has resembled that drawing.,Those theses,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,312,theses,Those theses
313,These men have worked with an actor.,These men has worked with an actor.,These men,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,313,men,These men
314,Every axis impresses Denise.,Every axis impress Denise.,Every axis,impresses,impress,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,314,axis,Every axis
315,Every medium hasn't bored Carrie.,Every medium haven't bored Carrie.,Every medium,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,315,medium,Every medium
316,The crises impress Todd.,The crises impresses Todd.,The crises,impress,impresses,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,316,crises,The crises
317,This cactus wasn't irritating Marie.,This cactus weren't irritating Marie.,This cactus,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,317,cactus,This cactus
318,Those diagnoses aren't shocking these schools.,Those diagnoses wasn't shocking these schools.,Those diagnoses,aren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,318,diagnoses,Those diagnoses
319,That paralysis is embarrassing that cashier.,That paralysis were embarrassing that cashier.,That paralysis,is,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,319,paralysis,That paralysis
320,This phenomenon annoys Thomas.,This phenomenon annoy Thomas.,This phenomenon,annoys,annoy,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,320,phenomenon,This phenomenon
321,A diagnosis annoys a lot of customers.,A diagnosis annoy a lot of customers.,A diagnosis,annoys,annoy,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,321,diagnosis,A diagnosis
322,Some hypothesis alarms Stephanie.,Some hypothesis alarm Stephanie.,Some hypothesis,alarms,alarm,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,322,hypothesis,Some hypothesis
323,Every parenthesis is distracting Gregory.,Every parenthesis were distracting Gregory.,Every parenthesis,is,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,323,parenthesis,Every parenthesis
324,Some ellipsis wasn't scaring Michael.,Some ellipsis aren't scaring Michael.,Some ellipsis,wasn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,324,ellipsis,Some ellipsis
325,That analysis isn't irritating Winston Churchill.,That analysis aren't irritating Winston Churchill.,That analysis,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,325,analysis,That analysis
326,Some goose hasn't woken up.,Some goose haven't woken up.,Some goose,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,326,goose,Some goose
327,Every child is descending some hill.,Every child were descending some hill.,Every child,is,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,327,child,Every child
328,All stimuli embarrass Stephanie.,All stimuli embarrasses Stephanie.,All stimuli,embarrass,embarrasses,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,328,stimuli,All stimuli
329,A person has tried to find most people.,A person have tried to find most people.,A person,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,329,person,A person
330,A lot of hypotheses shock the Lutherans.,A lot of hypotheses shocks the Lutherans.,A lot of hypotheses,shock,shocks,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,330,lot,A lot of hypotheses
331,The synopsis wasn't daring Sara to stretch.,The synopsis weren't daring Sara to stretch.,The synopsis,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,331,synopsis,The synopsis
332,Octopi weren't existing.,Octopi isn't existing.,Octopi,weren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,332,Octopi,Octopi
333,Every nucleus hurts Monica.,Every nucleus hurt Monica.,Every nucleus,hurts,hurt,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,333,nucleus,Every nucleus
334,Some axes aren't hurting Alicia.,Some axes wasn't hurting Alicia.,Some axes,aren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,334,axes,Some axes
335,Some child has wept.,Some child have wept.,Some child,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,335,child,Some child
336,Most men weren't concealing who declared Keith to walk through a lot of libraries.,Most men wasn't concealing who declared Keith to walk through a lot of libraries.,Most men,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,336,men,Most men
337,These people have read.,These people has read.,These people,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,337,people,These people
338,This medium upsets some school.,This medium upset some school.,This medium,upsets,upset,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,338,medium,This medium
339,Every tooth has aggravated Denise.,Every tooth have aggravated Denise.,Every tooth,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,339,tooth,Every tooth
340,The analysis was scaring Peter.,The analysis are scaring Peter.,The analysis,was,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,340,analysis,The analysis
341,Oxen irritate Monet.,Oxen irritates Monet.,Oxen,irritate,irritates,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,341,Oxen,Oxen
342,These diagnoses have astounded Alexander.,These diagnoses has astounded Alexander.,These diagnoses,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,342,diagnoses,These diagnoses
343,Every stimulus isn't annoying that bank.,Every stimulus aren't annoying that bank.,Every stimulus,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,343,stimulus,Every stimulus
344,This diagnosis distracts all guests.,This diagnosis distract all guests.,This diagnosis,distracts,distract,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,344,diagnosis,This diagnosis
345,That ox isn't distracting hospitals.,That ox aren't distracting hospitals.,That ox,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,345,ox,That ox
346,All phenomena aren't scaring every school.,All phenomena isn't scaring every school.,All phenomena,aren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,346,phenomena,All phenomena
347,That goose stuns Keith.,That goose stun Keith.,That goose,stuns,stun,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,347,goose,That goose
348,Stimuli weren't disgusting Sally.,Stimuli isn't disgusting Sally.,Stimuli,weren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,348,Stimuli,Stimuli
349,Axes have disturbed Sally.,Axes has disturbed Sally.,Axes,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,349,Axes,Axes
350,A lot of syntheses annoy Carl.,A lot of syntheses annoys Carl.,A lot of syntheses,annoy,annoys,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,350,lot,A lot of syntheses
351,The parenthesis annoys this customer.,The parenthesis annoy this customer.,The parenthesis,annoys,annoy,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,351,parenthesis,The parenthesis
352,All teeth have distracted Derek.,All teeth has distracted Derek.,All teeth,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,352,teeth,All teeth
353,These hypotheses were impressing Carlos.,These hypotheses is impressing Carlos.,These hypotheses,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,353,hypotheses,These hypotheses
354,All men are returning to the Clintons.,All men is returning to the Clintons.,All men,are,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,354,men,All men
355,This analysis dares Deborah to observe Rachel.,This analysis dare Deborah to observe Rachel.,This analysis,dares,dare,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,355,analysis,This analysis
356,These ellipses stun Florence.,These ellipses stuns Florence.,These ellipses,stun,stuns,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,356,ellipses,These ellipses
357,Every tooth was hurting Martin.,Every tooth are hurting Martin.,Every tooth,was,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,357,tooth,Every tooth
358,Many stimuli have disgusted Julia.,Many stimuli has disgusted Julia.,Many stimuli,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,358,stimuli,Many stimuli
359,Some louse isn't coming here.,Some louse aren't coming here.,Some louse,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,359,louse,Some louse
360,Those cacti have vanished.,Those cacti has vanished.,Those cacti,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,360,cacti,Those cacti
361,Most parentheses weren't distracting Timothy.,Most parentheses isn't distracting Timothy.,Most parentheses,weren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,361,parentheses,Most parentheses
362,Those lice descend a lot of slopes.,Those lice descends a lot of slopes.,Those lice,descend,descends,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,362,lice,Those lice
363,A goose has confused that adult.,A goose have confused that adult.,A goose,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,363,goose,A goose
364,Stimuli were astounding Katherine.,Stimuli was astounding Katherine.,Stimuli,were,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,364,Stimuli,Stimuli
365,An ellipsis has bored Laurie.,An ellipsis have bored Laurie.,An ellipsis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,365,ellipsis,An ellipsis
366,These syntheses are bothering Sarah.,These syntheses was bothering Sarah.,These syntheses,are,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,366,syntheses,These syntheses
367,This phenomenon hasn't disturbed Susan.,This phenomenon haven't disturbed Susan.,This phenomenon,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,367,phenomenon,This phenomenon
368,The diagnosis has astounded Sandra.,The diagnosis have astounded Sandra.,The diagnosis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,368,diagnosis,The diagnosis
369,These analyses manage to communicate.,These analyses manages to communicate.,These analyses,manage,manages,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,369,analyses,These analyses
370,All oases haven't upset every doctor.,All oases hasn't upset every doctor.,All oases,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,370,oases,All oases
371,All ellipses weren't worrying all teachers.,All ellipses wasn't worrying all teachers.,All ellipses,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,371,ellipses,All ellipses
372,A lot of octopi were annoying Lucille.,A lot of octopi is annoying Lucille.,A lot of octopi,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,372,lot,A lot of octopi
373,Every nucleus was aggravating Theodore.,Every nucleus were aggravating Theodore.,Every nucleus,was,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,373,nucleus,Every nucleus
374,A lot of paralyses were boring many senators.,A lot of paralyses was boring many senators.,A lot of paralyses,were,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,374,lot,A lot of paralyses
375,The hypothesis has irritated Rose.,The hypothesis have irritated Rose.,The hypothesis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,375,hypothesis,The hypothesis
376,This phenomenon shocks Teresa.,This phenomenon shock Teresa.,This phenomenon,shocks,shock,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,376,phenomenon,This phenomenon
377,A lot of men concur.,A lot of men concurs.,A lot of men,concur,concurs,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,377,lot,A lot of men
378,The geese haven't found Susan.,The geese hasn't found Susan.,The geese,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,378,geese,The geese
379,Most fungi embarrass Kevin.,Most fungi embarrasses Kevin.,Most fungi,embarrass,embarrasses,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,379,fungi,Most fungi
380,A paralysis isn't embarrassing Kirsten.,A paralysis aren't embarrassing Kirsten.,A paralysis,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,380,paralysis,A paralysis
381,This man predicts most cashiers to disagree.,This man predict most cashiers to disagree.,This man,predicts,predict,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,381,man,This man
382,A lot of axes haven't appeared.,A lot of axes hasn't appeared.,A lot of axes,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,382,lot,A lot of axes
383,Every alumnus falls.,Every alumnus fall.,Every alumnus,falls,fall,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,383,alumnus,Every alumnus
384,Those people were hunting.,Those people is hunting.,Those people,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,384,people,Those people
385,The stimulus was confusing David.,The stimulus were confusing David.,The stimulus,was,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,385,stimulus,The stimulus
386,Every radius has confused Dawn.,Every radius have confused Dawn.,Every radius,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,386,radius,Every radius
387,A child heals a fish.,A child heal a fish.,A child,heals,heal,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,387,child,A child
388,A woman has left glaciers.,A woman have left glaciers.,A woman,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,388,woman,A woman
389,Those people seem to yawn.,Those people seems to yawn.,Those people,seem,seems,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,389,people,Those people
390,Every tooth chips.,Every tooth chip.,Every tooth,chips,chip,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,390,NA,NA
391,Some person wasn't happening to discuss Connie.,Some person weren't happening to discuss Connie.,Some person,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,391,person,Some person
392,That person chuckles.,That person chuckle.,That person,chuckles,chuckle,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,392,person,That person
393,Many stimuli haven't upset some actor.,Many stimuli hasn't upset some actor.,Many stimuli,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,393,stimuli,Many stimuli
394,The men aren't pressing all children to pass Spain.,The men wasn't pressing all children to pass Spain.,The men,aren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,394,men,The men
395,A parenthesis upsets Heidi.,A parenthesis upset Heidi.,A parenthesis,upsets,upset,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,395,parenthesis,A parenthesis
396,Some fungi appear.,Some fungi appears.,Some fungi,appear,appears,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,396,fungi,Some fungi
397,Some cactus has upset that customer.,Some cactus have upset that customer.,Some cactus,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,397,cactus,Some cactus
398,A lot of alumni haven't washed.,A lot of alumni hasn't washed.,A lot of alumni,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,398,lot,A lot of alumni
399,Some woman reveals Jacqueline.,Some woman reveal Jacqueline.,Some woman,reveals,reveal,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,399,woman,Some woman
400,Those feet were chipping.,Those feet is chipping.,Those feet,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,400,feet,Those feet
401,These cacti weren't falling.,These cacti wasn't falling.,These cacti,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,401,cacti,These cacti
402,This tooth hasn't shocked Karla.,This tooth haven't shocked Karla.,This tooth,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,402,tooth,This tooth
403,Some analyses haven't convinced Chad's sisters to struggle.,Some analyses hasn't convinced Chad's sisters to struggle.,Some analyses,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,403,analyses,Some analyses
404,Some basis aggravates Erin.,Some basis aggravate Erin.,Some basis,aggravates,aggravate,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,404,basis,Some basis
405,Every woman wasn't standing up.,Every woman weren't standing up.,Every woman,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,405,woman,Every woman
406,An oasis has resembled most photographs.,An oasis have resembled most photographs.,An oasis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,406,oasis,An oasis
407,The nucleus isn't boring Paula.,The nucleus weren't boring Paula.,The nucleus,isn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,407,nucleus,The nucleus
