,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
245,Diane has worked with herself.,Diane has worked with themselves.,Diane has worked with,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,245,Diane,Diane
246,Brett was annoying himself.,Brett was annoying themselves.,Brett was annoying,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,246,Brett,Brett
247,Many hospitals were irritating themselves.,Many hospitals were irritating herself.,Many hospitals were irritating,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,247,hospitals,Many hospitals
248,Alexander had healed himself.,Alexander had healed themselves.,Alexander had healed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,248,Alexander,Alexander
249,Vincent should appreciate himself.,Vincent should appreciate themselves.,Vincent should appreciate,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,249,Vincent,Vincent
250,Andrea hired herself.,Andrea hired themselves.,Andrea hired,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,250,Andrea,Andrea
251,A lot of adults don't see themselves.,A lot of adults don't see itself.,A lot of adults don't see,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,251,lot,A lot of adults
252,Most actors will help themselves.,Most actors will help herself.,Most actors will help,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,252,actors,Most actors
253,A lot of pedestrians help themselves.,A lot of pedestrians help himself.,A lot of pedestrians help,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,253,lot,A lot of pedestrians
254,These senators are talking to themselves.,These senators are talking to herself.,These senators are talking to,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,254,senators,These senators
255,Marla irritated herself.,Marla irritated themselves.,Marla irritated,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,255,Marla,Marla
256,Cindy didn't bother herself.,Cindy didn't bother themselves.,Cindy didn't bother,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,256,Cindy,Cindy
257,Committees did irritate themselves.,Committees did irritate himself.,Committees did irritate,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,257,Committees,Committees
258,Harvard University shocks itself.,Harvard University shocks themselves.,Harvard University shocks,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,258,University,Harvard University
259,Jane didn't notice herself.,Jane didn't notice themselves.,Jane didn't notice,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,259,Jane,Jane
260,Lissa worried herself.,Lissa worried themselves.,Lissa worried,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,260,Lissa,Lissa
261,Larry hadn't found himself.,Larry hadn't found themselves.,Larry hadn't found,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,261,Larry,Larry
262,Those girls irritated themselves.,Those girls irritated herself.,Those girls irritated,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,262,girls,Those girls
263,Many museums disturbed themselves.,Many museums disturbed himself.,Many museums disturbed,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,263,museums,Many museums
264,All men wouldn't work with themselves.,All men wouldn't work with himself.,All men wouldn't work with,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,264,men,All men
265,All men hadn't known themselves.,All men hadn't known herself.,All men hadn't known,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,265,men,All men
266,The Lutherans saw themselves.,The Lutherans saw itself.,The Lutherans saw,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,266,Lutherans,The Lutherans
267,Noah visited himself.,Noah visited themselves.,Noah visited,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,267,Noah,Noah
268,Pamela didn't conceal herself.,Pamela didn't conceal themselves.,Pamela didn't conceal,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,268,Pamela,Pamela
269,Most adults can annoy themselves.,Most adults can annoy herself.,Most adults can annoy,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,269,adults,Most adults
270,Diana forgot herself.,Diana forgot themselves.,Diana forgot,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,270,Diana,Diana
271,Amanda had fired herself.,Amanda had fired themselves.,Amanda had fired,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,271,Amanda,Amanda
272,These adults hadn't escaped from themselves.,These adults hadn't escaped from itself.,These adults hadn't escaped from,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,272,adults,These adults
273,Diana appreciated herself.,Diana appreciated themselves.,Diana appreciated,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,273,Diana,Diana
274,Many men loved themselves.,Many men loved itself.,Many men loved,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,274,men,Many men
275,The actors know themselves.,The actors know itself.,The actors know,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,275,actors,The actors
276,Phillip revealed himself.,Phillip revealed themselves.,Phillip revealed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,276,Phillip,Phillip
277,Most actresses flee from themselves.,Most actresses flee from herself.,Most actresses flee from,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,277,actresses,Most actresses
278,Gina is listening to herself.,Gina is listening to themselves.,Gina is listening to,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,278,Gina,Gina
279,The Impressionists distracted themselves.,The Impressionists distracted himself.,The Impressionists distracted,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,279,Impressionists,The Impressionists
280,Ann hasn't bothered herself.,Ann hasn't bothered themselves.,Ann hasn't bothered,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,280,Ann,Ann
281,Samuel hadn't hated himself.,Samuel hadn't hated themselves.,Samuel hadn't hated,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,281,Samuel,Samuel
282,The cashiers shouldn't worry themselves.,The cashiers shouldn't worry itself.,The cashiers shouldn't worry,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,282,cashiers,The cashiers
283,The Borgias have talked about themselves.,The Borgias have talked about himself.,The Borgias have talked about,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,283,Borgias,The Borgias
284,James isn't watching himself.,James isn't watching themselves.,James isn't watching,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,284,James,James
285,Ruth wasn't discussing herself.,Ruth wasn't discussing themselves.,Ruth wasn't discussing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,285,Ruth,Ruth
286,All doctors discover themselves.,All doctors discover itself.,All doctors discover,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,286,doctors,All doctors
287,The doctors described themselves.,The doctors described itself.,The doctors described,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,287,doctors,The doctors
288,All waitresses hurt themselves.,All waitresses hurt herself.,All waitresses hurt,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,288,waitresses,All waitresses
289,Those children could think about themselves.,Those children could think about itself.,Those children could think about,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,289,children,Those children
290,These senators had hated themselves.,These senators had hated herself.,These senators had hated,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,290,senators,These senators
291,Karen didn't heal herself.,Karen didn't heal themselves.,Karen didn't heal,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,291,Karen,Karen
292,Linda does talk to herself.,Linda does talk to themselves.,Linda does talk to,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,292,Linda,Linda
293,Douglas is visiting himself.,Douglas is visiting themselves.,Douglas is visiting,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,293,Douglas,Douglas
294,Todd has aggravated himself.,Todd has aggravated themselves.,Todd has aggravated,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,294,Todd,Todd
295,Noah can't discover himself.,Noah can't discover themselves.,Noah can't discover,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,295,Noah,Noah
296,The organizations bother themselves.,The organizations bother herself.,The organizations bother,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,296,organizations,The organizations
297,Boys reference themselves.,Boys reference himself.,Boys reference,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,297,Boys,Boys
298,Daniel isn't revealing himself.,Daniel isn't revealing themselves.,Daniel isn't revealing,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,298,Daniel,Daniel
299,Tracy hadn't described herself.,Tracy hadn't described themselves.,Tracy hadn't described,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,299,Tracy,Tracy
300,Tina wasn't curing herself.,Tina wasn't curing themselves.,Tina wasn't curing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,300,Tina,Tina
301,All dancers have aggravated themselves.,All dancers have aggravated himself.,All dancers have aggravated,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,301,dancers,All dancers
302,Cheryl does disgust herself.,Cheryl does disgust themselves.,Cheryl does disgust,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,302,Cheryl,Cheryl
303,These boys haven't attacked themselves.,These boys haven't attacked himself.,These boys haven't attacked,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,303,boys,These boys
304,Steven was hiding himself.,Steven was hiding themselves.,Steven was hiding,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,304,Steven,Steven
305,Amelia should notice herself.,Amelia should notice themselves.,Amelia should notice,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,305,Amelia,Amelia
306,Suzanne respected herself.,Suzanne respected themselves.,Suzanne respected,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,306,Suzanne,Suzanne
307,Sarah had boasted about herself.,Sarah had boasted about themselves.,Sarah had boasted about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,307,Sarah,Sarah
308,Many dancers are concealing themselves.,Many dancers are concealing itself.,Many dancers are concealing,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,308,dancers,Many dancers
309,April attacked herself.,April attacked themselves.,April attacked,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,309,NA,NA
310,This man had worked with himself.,This man had worked with themselves.,This man had worked with,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,310,man,This man
311,The governments embarrassed themselves.,The governments embarrassed herself.,The governments embarrassed,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,311,governments,The governments
312,Most libraries are scaring themselves.,Most libraries are scaring himself.,Most libraries are scaring,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,312,libraries,Most libraries
313,Jill hadn't irritated herself.,Jill hadn't irritated themselves.,Jill hadn't irritated,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,313,Jill,Jill
314,Helen praised herself.,Helen praised themselves.,Helen praised,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,314,Helen,Helen
315,Most pedestrians aren't referencing themselves.,Most pedestrians aren't referencing herself.,Most pedestrians aren't referencing,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,315,pedestrians,Most pedestrians
316,Some ladies do talk to themselves.,Some ladies do talk to itself.,Some ladies do talk to,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,316,ladies,Some ladies
317,Those pedestrians embarrassed themselves.,Those pedestrians embarrassed itself.,Those pedestrians embarrassed,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,317,pedestrians,Those pedestrians
318,Mary has seen herself.,Mary has seen themselves.,Mary has seen,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,318,Mary,Mary
319,The Impressionists haven't hurt themselves.,The Impressionists haven't hurt itself.,The Impressionists haven't hurt,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,319,Impressionists,The Impressionists
320,Some waitresses had sounded like themselves.,Some waitresses had sounded like itself.,Some waitresses had sounded like,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,320,waitresses,Some waitresses
321,That woman had criticized herself.,That woman had criticized themselves.,That woman had criticized,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,321,woman,That woman
322,A lady hadn't worked with herself.,A lady hadn't worked with themselves.,A lady hadn't worked with,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,322,lady,A lady
323,Becky astounded herself.,Becky astounded themselves.,Becky astounded,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,323,Becky,Becky
324,Some actors investigate themselves.,Some actors investigate himself.,Some actors investigate,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,324,actors,Some actors
325,Omar hated himself.,Omar hated themselves.,Omar hated,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,325,Omar,Omar
326,The cashiers astounded themselves.,The cashiers astounded itself.,The cashiers astounded,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,326,cashiers,The cashiers
327,Many teenagers distracted themselves.,Many teenagers distracted herself.,Many teenagers distracted,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,327,teenagers,Many teenagers
328,Janice will respect herself.,Janice will respect themselves.,Janice will respect,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,328,Janice,Janice
329,A lot of women worry themselves.,A lot of women worry herself.,A lot of women worry,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,329,lot,A lot of women
330,Derek should hug himself.,Derek should hug themselves.,Derek should hug,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,330,Derek,Derek
331,A lot of people complain about themselves.,A lot of people complain about itself.,A lot of people complain about,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,331,lot,A lot of people
332,Jill thought about herself.,Jill thought about themselves.,Jill thought about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,332,Jill,Jill
333,The Lutherans could praise themselves.,The Lutherans could praise itself.,The Lutherans could praise,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,333,Lutherans,The Lutherans
334,A lot of students astounded themselves.,A lot of students astounded itself.,A lot of students astounded,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,334,lot,A lot of students
335,Many teenagers describe themselves.,Many teenagers describe himself.,Many teenagers describe,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,335,teenagers,Many teenagers
336,Anne will discover herself.,Anne will discover themselves.,Anne will discover,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,336,Anne,Anne
337,These guests haven't approached themselves.,These guests haven't approached herself.,These guests haven't approached,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,337,guests,These guests
338,Carla annoyed herself.,Carla annoyed themselves.,Carla annoyed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,338,Carla,Carla
339,Edward hasn't bothered himself.,Edward hasn't bothered themselves.,Edward hasn't bothered,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,339,Edward,Edward
340,Matt isn't working with himself.,Matt isn't working with themselves.,Matt isn't working with,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,340,Matt,Matt
341,Guy hadn't left himself.,Guy hadn't left themselves.,Guy hadn't left,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,341,Guy,Guy
342,The children admired themselves.,The children admired itself.,The children admired,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,342,children,The children
343,Larry isn't healing himself.,Larry isn't healing themselves.,Larry isn't healing,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,343,Larry,Larry
344,A lot of girls discover themselves.,A lot of girls discover itself.,A lot of girls discover,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,344,lot,A lot of girls
345,The Clintons worry themselves.,The Clintons worry herself.,The Clintons worry,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,345,Clintons,The Clintons
346,These teenagers alarm themselves.,These teenagers alarm itself.,These teenagers alarm,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,346,teenagers,These teenagers
347,Guy hadn't upset himself.,Guy hadn't upset themselves.,Guy hadn't upset,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,347,Guy,Guy
348,A documentary isn't disagreeing with itself.,A documentary isn't disagreeing with themselves.,A documentary isn't disagreeing with,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,348,documentary,A documentary
349,Veronica was healing herself.,Veronica was healing themselves.,Veronica was healing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,349,Veronica,Veronica
350,Some pedestrians don't insult themselves.,Some pedestrians don't insult herself.,Some pedestrians don't insult,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,350,pedestrians,Some pedestrians
351,A lot of cashiers weren't boring themselves.,A lot of cashiers weren't boring herself.,A lot of cashiers weren't boring,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,351,lot,A lot of cashiers
352,Those dancers had approached themselves.,Those dancers had approached itself.,Those dancers had approached,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,352,dancers,Those dancers
353,Some women will insult themselves.,Some women will insult itself.,Some women will insult,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,353,women,Some women
354,Bruce found himself.,Bruce found themselves.,Bruce found,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,354,Bruce,Bruce
355,Timothy should cure himself.,Timothy should cure themselves.,Timothy should cure,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,355,Timothy,Timothy
356,Stacey was discovering herself.,Stacey was discovering themselves.,Stacey was discovering,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,356,Stacey,Stacey
357,The Lutherans know themselves.,The Lutherans know himself.,The Lutherans know,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,357,Lutherans,The Lutherans
358,A lot of drivers do boast about themselves.,A lot of drivers do boast about herself.,A lot of drivers do boast about,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,358,lot,A lot of drivers
359,Roger kissed himself.,Roger kissed themselves.,Roger kissed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,359,Roger,Roger
360,Laurie has described herself.,Laurie has described themselves.,Laurie has described,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,360,Laurie,Laurie
361,Deborah alarmed herself.,Deborah alarmed themselves.,Deborah alarmed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,361,Deborah,Deborah
362,Most girls complained about themselves.,Most girls complained about himself.,Most girls complained about,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,362,girls,Most girls
363,Waitresses aren't listening to themselves.,Waitresses aren't listening to itself.,Waitresses aren't listening to,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,363,Waitresses,Waitresses
364,Allison wasn't kissing herself.,Allison wasn't kissing themselves.,Allison wasn't kissing,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,364,Allison,Allison
365,Melissa hadn't discussed herself.,Melissa hadn't discussed themselves.,Melissa hadn't discussed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,365,Melissa,Melissa
366,These schools confuse themselves.,These schools confuse herself.,These schools confuse,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,366,schools,These schools
367,Kevin doesn't care for himself.,Kevin doesn't care for themselves.,Kevin doesn't care for,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,367,Kevin,Kevin
368,Michael isn't astounding himself.,Michael isn't astounding themselves.,Michael isn't astounding,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,368,Michael,Michael
369,Many children talk to themselves.,Many children talk to himself.,Many children talk to,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,369,children,Many children
370,Many women found themselves.,Many women found itself.,Many women found,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,370,women,Many women
371,Carlos did talk to himself.,Carlos did talk to themselves.,Carlos did talk to,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,371,Carlos,Carlos
372,Heidi was stunning herself.,Heidi was stunning themselves.,Heidi was stunning,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,372,Heidi,Heidi
373,Tracy hasn't stunned herself.,Tracy hasn't stunned themselves.,Tracy hasn't stunned,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,373,Tracy,Tracy
374,The Lutherans dislike themselves.,The Lutherans dislike itself.,The Lutherans dislike,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,374,Lutherans,The Lutherans
375,Some men care for themselves.,Some men care for itself.,Some men care for,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,375,men,Some men
376,Many actors are boring themselves.,Many actors are boring himself.,Many actors are boring,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,376,actors,Many actors
377,Drivers loved themselves.,Drivers loved himself.,Drivers loved,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,377,Drivers,Drivers
378,Melanie won't kiss herself.,Melanie won't kiss themselves.,Melanie won't kiss,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,378,Melanie,Melanie
379,Donald hired himself.,Donald hired themselves.,Donald hired,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,379,Donald,Donald
380,Carlos approached himself.,Carlos approached themselves.,Carlos approached,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,380,Carlos,Carlos
381,Meredith was escaping from herself.,Meredith was escaping from themselves.,Meredith was escaping from,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,381,Meredith,Meredith
382,Stacy astounded herself.,Stacy astounded themselves.,Stacy astounded,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,382,Stacy,Stacy
383,The Clintons scared themselves.,The Clintons scared itself.,The Clintons scared,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,383,Clintons,The Clintons
384,Customers would discuss themselves.,Customers would discuss itself.,Customers would discuss,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,384,Customers,Customers
385,An association impresses itself.,An association impresses themselves.,An association impresses,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,385,association,An association
386,Those ladies weren't talking to themselves.,Those ladies weren't talking to itself.,Those ladies weren't talking to,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,386,ladies,Those ladies
387,Carl is admiring himself.,Carl is admiring themselves.,Carl is admiring,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,387,Carl,Carl
388,Sandra hid herself.,Sandra hid themselves.,Sandra hid,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,388,Sandra,Sandra
389,Those actors can't question themselves.,Those actors can't question itself.,Those actors can't question,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,389,actors,Those actors
390,Jerry is finding himself.,Jerry is finding themselves.,Jerry is finding,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,390,Jerry,Jerry
391,Roger does complain about himself.,Roger does complain about themselves.,Roger does complain about,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,391,Roger,Roger
392,Amy has concealed herself.,Amy has concealed themselves.,Amy has concealed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,392,Amy,Amy
393,Edward had distracted himself.,Edward had distracted themselves.,Edward had distracted,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,393,Edward,Edward
394,A lot of waitresses complained about themselves.,A lot of waitresses complained about himself.,A lot of waitresses complained about,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,394,lot,A lot of waitresses
395,Most customers won't hate themselves.,Most customers won't hate herself.,Most customers won't hate,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,395,customers,Most customers
396,Candice liked herself.,Candice liked themselves.,Candice liked,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,396,Candice,Candice
397,Janet complained about herself.,Janet complained about themselves.,Janet complained about,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,397,Janet,Janet
398,Maria was insulting herself.,Maria was insulting themselves.,Maria was insulting,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,398,Maria,Maria
399,All guys are approaching themselves.,All guys are approaching himself.,All guys are approaching,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,399,guys,All guys
400,Most children admired themselves.,Most children admired himself.,Most children admired,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,400,children,Most children
401,A lot of committees have astounded themselves.,A lot of committees have astounded itself.,A lot of committees have astounded,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,401,lot,A lot of committees
402,The Borgias investigated themselves.,The Borgias investigated herself.,The Borgias investigated,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,402,NA,NA
403,Those men question themselves.,Those men question herself.,Those men question,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,403,men,Those men
404,Charles isn't annoying himself.,Charles isn't annoying themselves.,Charles isn't annoying,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,404,Charles,Charles
405,Some guys were concealing themselves.,Some guys were concealing itself.,Some guys were concealing,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,405,guys,Some guys
406,These guests weren't boring themselves.,These guests weren't boring herself.,These guests weren't boring,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,406,guests,These guests
407,Carla can talk to herself.,Carla can talk to themselves.,Carla can talk to,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,407,Carla,Carla
