,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target
220,George described this lady.,George described this ladies.,George described this,lady,ladies,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,220,this
221,Many adults do attack this dancer.,Many adults do attack this dancers.,Many adults do attack this,dancer,dancers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,221,this
222,Some customers could disturb this actor.,Some customers could disturb this actors.,Some customers could disturb this,actor,actors,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,222,this
223,Katherine discusses this newspaper article.,Katherine discusses this newspaper articles.,Katherine discusses this,newspaper article,newspaper articles,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,223,this
224,The organization loved these adults.,The organization loved these adult.,The organization loved these,adults,adult,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,224,these
225,Judy hasn't biked to those malls.,Judy hasn't biked to those mall.,Judy hasn't biked to those,malls,mall,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,225,those
226,William criticizes this student.,William criticizes this students.,William criticizes this,student,students,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,226,this
227,Students stuns these organizations.,Students stuns these organization.,Students stuns these,organizations,organization,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,227,these
228,Rodney had researched those hospitals.,Rodney had researched those hospital.,Rodney had researched those,hospitals,hospital,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,228,those
229,Sherry hasn't talked about that mall.,Sherry hasn't talked about that malls.,Sherry hasn't talked about that,mall,malls,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,229,that
230,Melissa couldn't question these committees.,Melissa couldn't question these committee.,Melissa couldn't question these,committees,committee,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,230,these
231,All screens aren't looking like this sketch.,All screens aren't looking like this sketches.,All screens aren't looking like this,sketch,sketches,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,231,this
232,Keith has complained about those waitresses.,Keith has complained about those waitress.,Keith has complained about those,waitresses,waitress,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,232,those
233,Alice does boast about this senator.,Alice does boast about this senators.,Alice does boast about this,senator,senators,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,233,this
234,Many associations have this shoe.,Many associations have this shoes.,Many associations have this,shoe,shoes,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,234,this
235,Jill has sold these public parks.,Jill has sold these public park.,Jill has sold these,public parks,public park,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,235,these
236,Sara had healed those boys.,Sara had healed those boy.,Sara had healed those,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,236,those
237,All lakes don't astound those legislatures.,All lakes don't astound those legislature.,All lakes don't astound those,legislatures,legislature,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,237,those
238,Some college campuses had resembled that photograph.,Some college campuses had resembled that photographs.,Some college campuses had resembled that,photograph,photographs,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,238,that
239,Many grocery stores wouldn't shock these adults.,Many grocery stores wouldn't shock these adult.,Many grocery stores wouldn't shock these,adults,adult,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,239,these
240,Every waiter was concealing this turtle.,Every waiter was concealing this turtles.,Every waiter was concealing this,turtle,turtles,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,240,this
241,Joel complains about those drivers.,Joel complains about those driver.,Joel complains about those,drivers,driver,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,241,those
242,A dancer walks through that library.,A dancer walks through that libraries.,A dancer walks through that,library,libraries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,242,that
243,Victoria can't care for these drivers.,Victoria can't care for these driver.,Victoria can't care for these,drivers,driver,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,243,these
244,Denise had bored those senators.,Denise had bored those senator.,Denise had bored those,senators,senator,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,244,those
245,Vanessa discovers these drawings.,Vanessa discovers these drawing.,Vanessa discovers these,drawings,drawing,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,245,these
246,Janet had hidden these libraries.,Janet had hidden these library.,Janet had hidden these,libraries,library,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,246,these
247,A lot of actresses distract that teenager.,A lot of actresses distract that teenagers.,A lot of actresses distract that,teenager,teenagers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,247,that
248,Denise bought these cats.,Denise bought these cat.,Denise bought these,cats,cat,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,248,these
249,Martha is confusing those universities.,Martha is confusing those university.,Martha is confusing those,universities,university,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,249,those
250,Lori hasn't distracted those drivers.,Lori hasn't distracted those driver.,Lori hasn't distracted those,drivers,driver,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,250,those
251,Tanya hadn't talked to this teenager.,Tanya hadn't talked to this teenagers.,Tanya hadn't talked to this,teenager,teenagers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,251,this
252,The pedestrian healed this guest.,The pedestrian healed this guests.,The pedestrian healed this,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,252,this
253,These hills should stun this patient.,These hills should stun this patients.,These hills should stun this,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,253,this
254,Liam is returning to these teenagers.,Liam is returning to these teenager.,Liam is returning to these,teenagers,teenager,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,254,these
255,Jessica hadn't cleaned these hospitals.,Jessica hadn't cleaned these hospital.,Jessica hadn't cleaned these,hospitals,hospital,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,255,these
256,A lot of dancers cured this boy.,A lot of dancers cured this boys.,A lot of dancers cured this,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,256,this
257,Tiffany hadn't distracted this patient.,Tiffany hadn't distracted this patients.,Tiffany hadn't distracted this,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,257,this
258,Students sell that rug.,Students sell that rugs.,Students sell that,rug,rugs,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,258,that
259,Christopher concealed this art gallery.,Christopher concealed this art galleries.,Christopher concealed this,art gallery,art galleries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,259,this
260,These guys admired that school.,These guys admired that schools.,These guys admired that,school,schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,260,that
261,Rugs astound that association.,Rugs astound that associations.,Rugs astound that,association,associations,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,261,that
262,Robert wasn't scaring these museums.,Robert wasn't scaring these museum.,Robert wasn't scaring these,museums,museum,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,262,these
263,Kendra investigates these ladies.,Kendra investigates these lady.,Kendra investigates these,ladies,lady,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,263,these
264,A lot of ladies arrive at that museum.,A lot of ladies arrive at that museums.,A lot of ladies arrive at that,museum,museums,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,264,that
265,Some pedestrians drive to this movie theater.,Some pedestrians drive to this movie theaters.,Some pedestrians drive to this,movie theater,movie theaters,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,265,this
266,Tonya hasn't remembered that brochure.,Tonya hasn't remembered that brochures.,Tonya hasn't remembered that,brochure,brochures,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,266,that
267,Museums hadn't disturbed that patient.,Museums hadn't disturbed that patients.,Museums hadn't disturbed that,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,267,that
268,Every person left that actress.,Every person left that actresses.,Every person left that,actress,actresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,268,that
269,Sandra should disgust that actor.,Sandra should disgust that actors.,Sandra should disgust that,actor,actors,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,269,that
270,Amelia is disgusting these ladies.,Amelia is disgusting these lady.,Amelia is disgusting these,ladies,lady,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,270,these
271,Carla isn't taking those sketches.,Carla isn't taking those sketch.,Carla isn't taking those,sketches,sketch,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,271,those
272,Florence was investigating these actors.,Florence was investigating these actor.,Florence was investigating these,actors,actor,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,272,these
273,Many cashiers disagree with those cashiers.,Many cashiers disagree with those cashier.,Many cashiers disagree with those,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,273,those
274,These committees argue about this commentary.,These committees argue about this commentaries.,These committees argue about this,commentary,commentaries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,274,this
275,Brian sees those horses.,Brian sees those horse.,Brian sees those,horses,horse,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,275,those
276,Candice hasn't explored this art gallery.,Candice hasn't explored this art galleries.,Candice hasn't explored this,art gallery,art galleries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,276,this
277,Aaron walks through those art galleries.,Aaron walks through those art gallery.,Aaron walks through those,art galleries,art gallery,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,277,those
278,Some books alarm that cashier.,Some books alarm that cashiers.,Some books alarm that,cashier,cashiers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,278,that
279,Raymond wasn't kissing that guest.,Raymond wasn't kissing that guests.,Raymond wasn't kissing that,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,279,that
280,Some cashier might boycott that art gallery.,Some cashier might boycott that art galleries.,Some cashier might boycott that,art gallery,art galleries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,280,that
281,Winston Churchill hadn't hidden this adult.,Winston Churchill hadn't hidden this adults.,Winston Churchill hadn't hidden this,adult,adults,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,281,this
282,Jennifer skates around this public park.,Jennifer skates around this public parks.,Jennifer skates around this,public park,public parks,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,282,this
283,Ruth doesn't flee from those malls.,Ruth doesn't flee from those mall.,Ruth doesn't flee from those,malls,mall,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,283,those
284,Some waiters have known those guests.,Some waiters have known those guest.,Some waiters have known those,guests,guest,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,284,those
285,Patricia thinks about that legislature.,Patricia thinks about that legislatures.,Patricia thinks about that,legislature,legislatures,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,285,that
286,Every patient shouldn't drive to these schools.,Every patient shouldn't drive to these school.,Every patient shouldn't drive to these,schools,school,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,286,these
287,Most boys hadn't disagreed with those books.,Most boys hadn't disagreed with those book.,Most boys hadn't disagreed with those,books,book,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,287,those
288,Mark fled from those guys.,Mark fled from those guy.,Mark fled from those,guys,guy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,288,those
289,Grace should break these cups.,Grace should break these cup.,Grace should break these,cups,cup,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,289,these
290,Carrie passes those restaurants.,Carrie passes those restaurant.,Carrie passes those,restaurants,restaurant,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,290,those
291,Anne was returning to these guys.,Anne was returning to these guy.,Anne was returning to these,guys,guy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,291,these
292,Craig could disturb those teenagers.,Craig could disturb those teenager.,Craig could disturb those,teenagers,teenager,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,292,those
293,Linda has this rabbit.,Linda has this rabbits.,Linda has this,rabbit,rabbits,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,293,this
294,Christopher does pass this hospital.,Christopher does pass this hospitals.,Christopher does pass this,hospital,hospitals,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,294,this
295,Mitchell wasn't embarrassing these adults.,Mitchell wasn't embarrassing these adult.,Mitchell wasn't embarrassing these,adults,adult,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,295,these
296,These senators clean these grocery stores.,These senators clean these grocery store.,These senators clean these,grocery stores,grocery store,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,296,these
297,Cynthia should complain about those actresses.,Cynthia should complain about those actress.,Cynthia should complain about those,actresses,actress,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,297,those
298,Curtis hasn't praised these boys.,Curtis hasn't praised these boy.,Curtis hasn't praised these,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,298,these
299,Florence listened to that patient.,Florence listened to that patients.,Florence listened to that,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,299,that
300,Jodi might break these chairs.,Jodi might break these chair.,Jodi might break these,chairs,chair,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,300,these
301,Sherry forgot that play.,Sherry forgot that plays.,Sherry forgot that,play,plays,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,301,that
302,Clyde hasn't loved these boys.,Clyde hasn't loved these boy.,Clyde hasn't loved these,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,302,these
303,A lot of hats aggravate that legislature.,A lot of hats aggravate that legislatures.,A lot of hats aggravate that,legislature,legislatures,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,303,that
304,Ellen will look like those prints.,Ellen will look like those print.,Ellen will look like those,prints,print,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,304,those
305,April wasn't examining those reports.,April wasn't examining those report.,April wasn't examining those,reports,report,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,305,those
306,Diana isn't selling that car.,Diana isn't selling that cars.,Diana isn't selling that,car,cars,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,306,that
307,Christina knew this doctor.,Christina knew this doctors.,Christina knew this,doctor,doctors,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,307,this
308,Catherine wouldn't research these universities.,Catherine wouldn't research these university.,Catherine wouldn't research these,universities,university,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,308,these
309,Those customers weren't researching this government.,Those customers weren't researching this governments.,Those customers weren't researching this,government,governments,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,309,this
310,All doctors know that student.,All doctors know that students.,All doctors know that,student,students,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,310,that
311,Tonya has insulted that play.,Tonya has insulted that plays.,Tonya has insulted that,play,plays,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,311,that
312,Those documentaries were disagreeing with that lady.,Those documentaries were disagreeing with that ladies.,Those documentaries were disagreeing with that,lady,ladies,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,312,that
313,An organization had respected that doctor.,An organization had respected that doctors.,An organization had respected that,doctor,doctors,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,313,that
314,Timothy explores this restaurant.,Timothy explores this restaurants.,Timothy explores this,restaurant,restaurants,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,314,this
315,Sarah hires this waiter.,Sarah hires this waiters.,Sarah hires this,waiter,waiters,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,315,this
316,Kendra exits this art gallery.,Kendra exits this art galleries.,Kendra exits this,art gallery,art galleries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,316,this
317,Natalie concealed this hospital.,Natalie concealed this hospitals.,Natalie concealed this,hospital,hospitals,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,317,this
318,Amelia was impressing this company.,Amelia was impressing this companies.,Amelia was impressing this,company,companies,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,318,this
319,Wendy hadn't scared that bank.,Wendy hadn't scared that banks.,Wendy hadn't scared that,bank,banks,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,319,that
320,Mark will cure those guys.,Mark will cure those guy.,Mark will cure those,guys,guy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,320,those
321,Spain was describing those actors.,Spain was describing those actor.,Spain was describing those,actors,actor,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,321,those
322,Allison talked about those schools.,Allison talked about those school.,Allison talked about those,schools,school,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,322,those
323,William buys those jackets.,William buys those jacket.,William buys those,jackets,jacket,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,323,those
324,Timothy escaped from that cashier.,Timothy escaped from that cashiers.,Timothy escaped from that,cashier,cashiers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,324,that
325,Susan isn't fixing those couches.,Susan isn't fixing those couch.,Susan isn't fixing those,couches,couch,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,325,those
326,Tonya boasts about this patient.,Tonya boasts about this patients.,Tonya boasts about this,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,326,this
327,Stephanie talked to those cashiers.,Stephanie talked to those cashier.,Stephanie talked to those,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,327,those
328,Those children describe those pedestrians.,Those children describe those pedestrian.,Those children describe those,pedestrians,pedestrian,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,328,those
329,Sara would embarrass that guest.,Sara would embarrass that guests.,Sara would embarrass that,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,329,that
330,Rebecca complained about that brochure.,Rebecca complained about that brochures.,Rebecca complained about that,brochure,brochures,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,330,that
331,Amelia has thought about those horses.,Amelia has thought about those horse.,Amelia has thought about those,horses,horse,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,331,those
332,Those books were astounding that government.,Those books were astounding that governments.,Those books were astounding that,government,governments,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,332,that
333,Most waiters weren't watching that lady.,Most waiters weren't watching that ladies.,Most waiters weren't watching that,lady,ladies,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,333,that
334,Alan had cleaned that plate.,Alan had cleaned that plates.,Alan had cleaned that,plate,plates,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,334,that
335,Benjamin cured that turtle.,Benjamin cured that turtles.,Benjamin cured that,turtle,turtles,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,335,that
336,Melanie isn't scanning those reports.,Melanie isn't scanning those report.,Melanie isn't scanning those,reports,report,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,336,those
337,Beverly is hiding this skirt.,Beverly is hiding this skirts.,Beverly is hiding this,skirt,skirts,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,337,this
338,Some waiter should praise that newspaper article.,Some waiter should praise that newspaper articles.,Some waiter should praise that,newspaper article,newspaper articles,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,338,that
339,Janet helped these doctors.,Janet helped these doctor.,Janet helped these,doctors,doctor,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,339,these
340,Judy impressed these universities.,Judy impressed these university.,Judy impressed these,universities,university,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,340,these
341,The Impressionists complain about those children.,The Impressionists complain about those child.,The Impressionists complain about those,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,341,those
342,The Clintons help these guys.,The Clintons help these guy.,The Clintons help these,guys,guy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,342,these
343,These prints look like those art galleries.,These prints look like those art gallery.,These prints look like those,art galleries,art gallery,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,343,those
344,Every picture looks like those scarves.,Every picture looks like those scarf.,Every picture looks like those,scarves,scarf,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,344,those
345,Claire has researched that print.,Claire has researched that prints.,Claire has researched that,print,prints,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,345,that
346,Roger isn't watching these teachers.,Roger isn't watching these teacher.,Roger isn't watching these,teachers,teacher,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,346,these
347,These patients exit these restaurants.,These patients exit these restaurant.,These patients exit these,restaurants,restaurant,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,347,these
348,Stephanie wasn't talking to these cashiers.,Stephanie wasn't talking to these cashier.,Stephanie wasn't talking to these,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,348,these
349,Amelia was scanning those stories.,Amelia was scanning those story.,Amelia was scanning those,stories,story,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,349,those
350,Some actor shouldn't care for those senators.,Some actor shouldn't care for those senator.,Some actor shouldn't care for those,senators,senator,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,350,those
351,Kristin was embarrassing these waitresses.,Kristin was embarrassing these waitress.,Kristin was embarrassing these,waitresses,waitress,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,351,these
352,Every committee should dislike those banks.,Every committee should dislike those bank.,Every committee should dislike those,banks,bank,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,352,those
353,Ruth couldn't scare these patients.,Ruth couldn't scare these patient.,Ruth couldn't scare these,patients,patient,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,353,these
354,Jerry isn't fixing these glasses.,Jerry isn't fixing these glass.,Jerry isn't fixing these,glasses,glass,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,354,these
355,Katherine hasn't gone to these banks.,Katherine hasn't gone to these bank.,Katherine hasn't gone to these,banks,bank,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,355,these
356,That report stuns this organization.,That report stuns this organizations.,That report stuns this,organization,organizations,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,356,this
357,Daniel conceals these waitresses.,Daniel conceals these waitress.,Daniel conceals these,waitresses,waitress,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,357,these
358,Stacey disturbed these doctors.,Stacey disturbed these doctor.,Stacey disturbed these,doctors,doctor,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,358,these
359,Some teenagers arrived at that bank.,Some teenagers arrived at that banks.,Some teenagers arrived at that,bank,banks,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,359,that
360,Jessica has this glove.,Jessica has this gloves.,Jessica has this,glove,gloves,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,360,this
361,Gerald researches that hospital.,Gerald researches that hospitals.,Gerald researches that,hospital,hospitals,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,361,that
362,Julia might think about this waitress.,Julia might think about this waitresses.,Julia might think about this,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,362,this
363,Some pedestrian had worried that guest.,Some pedestrian had worried that guests.,Some pedestrian had worried that,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,363,that
364,Colleen did reveal those skirts.,Colleen did reveal those skirt.,Colleen did reveal those,skirts,skirt,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,364,those
365,All cashiers clean that snake.,All cashiers clean that snakes.,All cashiers clean that,snake,snakes,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,365,that
366,Those companies praise that actress.,Those companies praise that actresses.,Those companies praise that,actress,actresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,366,that
367,Natalie isn't selling this nose.,Natalie isn't selling this noses.,Natalie isn't selling this,nose,noses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,367,this
368,Samuel will hurt that actor.,Samuel will hurt that actors.,Samuel will hurt that,actor,actors,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,368,that
369,Thomas has disturbed this boy.,Thomas has disturbed this boys.,Thomas has disturbed this,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,369,this
370,Sally will pass these grocery stores.,Sally will pass these grocery store.,Sally will pass these,grocery stores,grocery store,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,370,these
371,That convertible annoyed that company.,That convertible annoyed that companies.,That convertible annoyed that,company,companies,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,371,that
372,Most guys see those dresses.,Most guys see those dress.,Most guys see those,dresses,dress,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,372,those
373,Most patients had forgotten those actors.,Most patients had forgotten those actor.,Most patients had forgotten those,actors,actor,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,373,those
374,Most vases alarm that driver.,Most vases alarm that drivers.,Most vases alarm that,driver,drivers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,374,that
375,This shirt astounded those senators.,This shirt astounded those senator.,This shirt astounded those,senators,senator,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,375,those
376,Laura has attacked this teenager.,Laura has attacked this teenagers.,Laura has attacked this,teenager,teenagers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,376,this
377,This senator might boycott that restaurant.,This senator might boycott that restaurants.,This senator might boycott that,restaurant,restaurants,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,377,that
378,A lot of actors bother those teachers.,A lot of actors bother those teacher.,A lot of actors bother those,teachers,teacher,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,378,those
379,A banana embarrassed those actresses.,A banana embarrassed those actress.,A banana embarrassed those,actresses,actress,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,379,those
380,That cucumber did confuse that boy.,That cucumber did confuse that boys.,That cucumber did confuse that,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,380,that
381,Joseph isn't concealing these students.,Joseph isn't concealing these student.,Joseph isn't concealing these,students,student,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,381,these
